Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
522165,INDSILHYD,X,8.15,8.69,8.15,8.69,9536,0.82,18,
534597,RTNINFRA,B,2.20,2.21,2.19,2.19,37115,0.81,18,
536974,CPL,B,26.10,26.25,25.35,26.10,3110,0.81,11,
532637,MANGALAM,T,61.05,61.05,61.05,61.05,1315,0.80,5,
532468,KAMAHOLD,B,4405.00,4548.00,4401.00,4548.00,18,0.79,6,
526169,MULTIBASE,X,108.00,112.90,108.00,111.00,720,0.79,15,
530367,NRBBEARING,B,67.05,70.90,66.65,68.05,1162,0.79,39,
502450,SESHAPAPER,B,142.30,144.80,142.30,144.10,552,0.79,49,
540900,NEWGEN,B,154.70,155.00,153.65,153.65,512,0.79,15,
522105,BIRLAPREC,X,5.01,5.53,5.01,5.52,14418,0.78,26,
533107,RNAVAL,B,1.35,1.35,1.35,1.35,58105,0.78,18,
542727,CPML,M,19.50,19.50,19.50,19.50,4000,0.78,1,
532390,TAJGVK,B,140.10,142.00,139.65,141.95,551,0.77,21,
500777,TNPETRO,B,33.40,34.05,33.40,34.05,2300,0.77,26,
500136,ESTER,B,33.70,34.50,33.70,33.70,2275,0.77,31,
506597,AMAL,X,124.25,131.90,124.25,129.40,581,0.76,14,
512455,LLOYDSME,X,7.16,7.70,7.00,7.49,10280,0.76,30,
519105,AVTNPL,B,39.25,39.70,38.80,38.90,1937,0.76,28,
533676,INDOTHAI,T,21.50,21.50,21.05,21.05,3612,0.76,25,
539332,NAVKARCORP,B,22.45,23.30,22.40,23.10,3253,0.75,41,
542907,PRINCEPIPE,B,113.00,113.00,113.00,113.00,664,0.75,12,
539346,SADBHIN,B,15.95,16.00,15.30,15.35,4882,0.74,32,
526899,HFIL,X,8.40,8.40,7.92,7.99,9347,0.74,40,
504212,UNIVCABLES,B,106.25,107.90,106.25,107.90,700,0.74,29,
500456,PASUPTAC,X,8.00,8.70,8.00,8.53,8759,0.74,45,
522257,RAJOOENG,X,10.10,10.40,10.10,10.25,7145,0.73,18,
533292,A2ZINFRA,B,4.56,4.60,4.40,4.40,16201,0.73,28,
532855,HARYNACAP,X,25.05,25.05,24.45,24.45,3000,0.73,7,
533263,GREENPOWER,B,2.45,2.58,2.40,2.58,28550,0.72,29,
532707,DYNPRO,B,117.00,119.00,117.00,118.20,614,0.72,51,
531719,BHAGCHEM,X,255.20,256.00,255.10,255.10,285,0.72,5,
531879,PIONDIST,B,111.00,112.90,109.55,112.90,639,0.71,10,
522263,JMCPROJECT,B,44.45,44.50,43.50,44.05,1595,0.70,18,
509525,EMPIND,X,540.00,560.00,540.00,560.00,130,0.70,7,
500414,TIMEX,X,22.35,22.80,21.60,22.75,3098,0.69,24,
532629,MBECL,T,5.79,5.86,5.66,5.66,11982,0.69,22,
533644,UJAAS,B,4.00,4.00,3.70,3.99,17952,0.69,30,
542678,CHCL,M,17.41,17.41,17.41,17.41,4000,0.69,2,
533023,WABCOINDIA,A,6889.85,6900.20,6889.85,6889.85,10,0.68,6,
539889,PARAGMILK,A,88.25,89.05,88.25,89.00,774,0.68,67,
540143,SAGARSOFT,X,42.00,42.00,41.95,42.00,1635,0.68,7,
540108,TAHL,X,27.20,27.20,27.20,27.20,2531,0.68,19,
500147,CMIFPE,X,475.25,494.50,475.25,488.00,139,0.68,8,
505355,NESCO,A,460.80,460.80,457.00,458.15,150,0.68,27,
523483,PACIFICI,X,97.00,97.00,81.05,87.25,808,0.68,8,
533192,KCPSUGIND,B,14.02,14.14,13.78,14.00,4825,0.67,33,
532890,TAKE,A,59.05,61.00,58.30,59.55,1152,0.67,24,
532684,EKC,B,15.47,15.65,14.90,15.60,4393,0.67,15,
532407,MOSCHIP,X,11.25,11.65,11.25,11.65,5786,0.66,13,
539939,YASHCHEM,B,80.00,80.15,79.70,80.15,830,0.66,6,
523716,ASHIANA,B,48.00,48.45,46.95,47.15,1388,0.66,47,
500166,GOODRICKE,X,149.50,152.00,149.50,152.00,438,0.66,10,
514215,BINNY,X,57.95,58.00,57.00,57.00,1130,0.65,10,
530077,FRSHTRP,X,57.10,58.00,56.60,56.75,1144,0.65,15,
531921,AGARIND,B,54.55,58.00,54.55,58.00,1159,0.65,25,
590025,GINNIFILA,B,7.65,8.40,7.40,8.40,8600,0.65,10,
532259,APARINDS,B,295.20,327.00,295.20,320.00,199,0.64,33,
532622,GDL,A,83.00,83.00,82.15,82.60,779,0.64,30,
532797,AUTOIND,T,17.58,17.58,15.95,16.05,3773,0.64,18,
536264,TIGERLOGS,B,38.00,38.85,36.00,36.95,1767,0.64,38,
524506,CORALAB,X,194.10,194.10,186.50,191.00,334,0.64,14,
524687,BASANTGL,X,4.19,4.19,3.48,3.75,17116,0.63,23,
531592,GENPHARMA,XT,12.60,13.23,12.00,12.50,5027,0.63,57,
518029,GSCLCEMENT,B,24.45,24.60,24.30,24.30,2572,0.63,34,
520151,SHREYAS,B,52.00,53.00,52.00,53.00,1205,0.63,77,
500650,EXCELINDUS,B,630.00,634.10,625.55,628.00,101,0.63,38,
542867,CSBBANK,B,136.40,137.00,134.50,134.50,470,0.63,28,
505800,RANEHOLDIN,B,431.95,431.95,406.90,406.90,148,0.62,32,
508989,NAVNETEDUL,B,71.35,73.00,71.35,72.35,866,0.62,35,
539785,PDMJEPAPER,B,12.60,12.60,12.50,12.55,5020,0.62,14,
538685,SHEMAROO,B,70.55,70.55,70.00,70.00,895,0.62,11,
506734,MYSORPETRO,X,47.50,47.50,40.00,40.00,1520,0.61,9,
523229,BHARATSE,X,46.90,46.90,45.05,46.60,1316,0.61,23,
542351,GLOSTERLTD,X,411.00,435.00,411.00,417.00,145,0.61,14,
501298,INDPRUD,X,830.00,861.00,825.00,861.00,73,0.60,5,
500264,MAFATIND,X,106.00,106.00,94.05,100.10,586,0.59,26,
515037,MURUDCERA,B,14.20,14.74,14.20,14.35,4116,0.59,39,
534742,ZUARI,B,92.55,92.60,90.90,91.10,650,0.59,35,
533482,KRIINFRA,T,2.78,2.90,2.65,2.65,22053,0.59,19,
532875,ADSL,B,17.60,17.60,16.17,17.24,3550,0.59,13,
532641,NDL,B,23.20,23.40,22.26,23.11,2597,0.59,20,
541700,TCNSBRANDS,A,410.00,410.00,398.10,400.00,148,0.59,8,
532313,MAHLIFE,A,200.30,200.75,196.00,199.85,292,0.58,17,
533047,IMFA,B,150.45,158.00,150.45,157.75,381,0.58,7,
507621,MLKFOOD,X,400.00,409.60,400.00,404.95,147,0.58,7,
500023,ASIANHOTNR,B,53.40,53.70,52.50,53.00,1080,0.57,17,
513517,STEELCAS,X,81.00,82.00,77.55,78.15,726,0.57,7,
531146,MEDICAMEQ,X,264.80,264.80,245.70,251.05,227,0.57,12,
532829,LEHAR,X,18.40,18.40,17.30,17.90,3284,0.57,14,
532268,ACCELYA,B,948.80,952.00,943.00,943.00,60,0.57,6,
536170,KUSHAL,T,3.92,3.92,3.92,3.92,14347,0.56,4,
524669,HESTERBIO,B,1300.95,1365.00,1254.80,1265.05,44,0.56,24,
517174,HONAUT,A,28224.95,28224.95,28187.00,28187.00,2,0.56,2,
523007,ANSALBU,X,22.90,24.85,18.10,21.50,2461,0.56,18,
523465,INDBNK,B,24.85,24.89,19.61,23.75,2312,0.56,26,
540575,STARCEMENT,A,76.80,77.40,76.45,76.45,730,0.56,42,
514034,JBFIND,B,11.94,11.94,11.94,11.94,4648,0.55,14,
514211,SUMEETINDS,B,1.83,1.83,1.69,1.70,31348,0.55,134,
512217,PRISMMEDI,X,15.45,15.45,13.50,14.14,3626,0.55,19,
519156,VADILALIND,B,565.00,567.40,565.00,565.00,97,0.54,11,
524288,AIMCOPEST,X,58.05,60.50,58.05,58.25,920,0.54,20,
512289,SHIRPUR-G,B,7.48,7.48,7.09,7.35,7500,0.53,6,
508933,AYMSYNTEX,B,18.70,18.75,17.20,17.50,2950,0.53,22,
533088,MHRIL,A,173.35,174.00,168.75,171.20,312,0.53,27,
532039,ZENOTECH,X,20.00,21.90,20.00,20.70,2573,0.53,13,
532481,NOIDATOLL,B,3.83,3.83,3.70,3.70,14500,0.53,3,
512165,ABANSENT,XT,185.20,185.20,184.50,185.10,281,0.52,13,
504093,PANAENERG,X,130.00,135.00,130.00,133.20,404,0.52,16,
500215,ATFL,B,509.90,516.80,509.90,515.00,102,0.52,41,
523160,MORGANITE,X,1679.95,1679.95,1625.00,1625.00,32,0.52,6,
526723,NTCIND,X,24.60,28.70,24.60,26.35,1988,0.52,28,
540749,MASFIN,A,611.50,621.05,604.90,621.05,85,0.52,5,
541303,AKSHAR,M,5.80,5.80,5.74,5.74,9000,0.52,3,
540497,SCHAND,T,44.15,46.25,44.15,46.25,1120,0.51,8,
530075,SELAN,B,95.10,100.80,95.10,100.80,510,0.50,18,
530627,VIPULORG,X,95.00,95.00,91.90,92.85,545,0.50,12,
523696,FORTISMLR,X,44.35,46.30,44.20,44.75,1129,0.50,6,
532413,CEREBRAINT,B,29.35,29.65,29.20,29.60,1700,0.50,6,
537524,VIAANINDUS,X,1.43,1.44,1.33,1.44,35402,0.50,35,
539400,MALLCOM,XT,252.00,257.00,252.00,257.00,201,0.50,3,
540544,PSPPROJECT,B,350.00,351.70,348.25,348.25,145,0.50,28,
524324,SEYAIND,B,44.90,45.00,43.00,45.00,1112,0.49,56,
517498,WEBELSOLAR,B,16.65,16.65,16.35,16.40,3002,0.49,7,
506480,GOCLCORP,B,163.60,163.60,160.00,160.00,311,0.49,7,
542812,FLUOROCHEM,B,344.55,344.55,337.00,342.15,146,0.49,7,
500319,INDSUCR,X,17.05,19.85,16.05,18.60,2578,0.48,14,
519216,AJANTSOY,X,30.00,31.20,30.00,30.35,1561,0.48,20,
530079,FAZE3Q,X,28.20,32.05,28.20,32.00,1516,0.48,15,
539963,ZEAL,B,62.60,73.65,62.60,68.40,707,0.48,16,
532339,COMPUSOFT,B,10.00,10.00,9.21,9.95,4951,0.48,42,
542730,ICICIBANKN,B,204.44,208.22,203.00,203.85,233,0.48,52,
530365,ORIENTBELL,B,65.00,65.20,63.00,63.00,729,0.47,23,
530299,KOTHARIPRO,B,77.90,77.90,77.90,77.90,597,0.46,14,
531518,VIKASPROP,B,3.59,3.59,3.59,3.59,12907,0.46,3,
524019,KINGFA,B,430.20,465.30,430.20,465.30,109,0.46,16,
523283,SUPERHOUSE,B,74.70,77.55,74.10,75.40,605,0.46,12,
505160,TALBROAUTO,B,90.00,97.00,90.00,94.65,485,0.46,65,
533608,RDBRL,X,32.95,33.00,31.25,31.25,1470,0.46,7,
532959,GAMMNINFRA,B,0.49,0.49,0.47,0.48,95596,0.46,32,
532892,MOTILALOFS*,A,547.50,552.20,547.50,548.00,85,0.46,16,
533156,VASCONEQ,B,8.20,8.90,8.20,8.65,5263,0.45,22,
533218,EMAMIREAL,B,34.30,34.30,34.30,34.30,1319,0.45,6,
532616,XCHANGING,B,45.25,45.70,45.05,45.40,1003,0.45,50,
507180,KESARENT,X,27.60,29.85,27.60,29.55,1558,0.45,15,
500268,MANALIPETC,B,15.45,15.75,15.40,15.65,2927,0.45,35,
522249,MAYURUNIQ,B,164.75,166.00,163.80,166.00,278,0.45,36,
541337,MILEFUR,M,4.85,5.22,4.85,5.22,9000,0.45,3,
500239,KGDENIM,X,21.00,22.65,21.00,22.65,1975,0.44,16,
539331,VETO,B,33.30,33.70,33.15,33.60,1325,0.44,22,
539113,PML,X,888.00,889.95,770.00,832.00,53,0.44,11,
540192,LKPSEC,X,4.30,4.30,3.69,3.86,11528,0.43,18,
532719,BLKASHYAP,B,4.79,4.85,4.56,4.66,9246,0.43,11,
538521,CROWNTOURS,X,17.25,17.50,17.15,17.50,2500,0.43,5,
532941,CORDSCABLE,B,32.60,34.85,31.10,34.85,1315,0.43,14,
503349,VICTMILL,X,1584.00,1876.00,1584.00,1715.00,24,0.43,14,
519588,DFM,B,222.00,224.35,220.05,221.85,196,0.43,17,
516064,ARROWGREEN,B,42.90,42.90,39.00,42.90,1025,0.43,20,
530959,DIANATEA,X,8.65,8.88,8.61,8.61,4849,0.42,13,
505978,TRITONV,X,650.00,660.00,650.00,651.10,65,0.42,8,
500126,PGHL,A,4280.65,4297.00,4280.00,4281.55,10,0.42,7,
539226,RUDRA,T,85.60,93.95,85.20,93.95,471,0.42,31,
540680,KIOCL,B,85.40,86.80,83.00,86.80,497,0.42,17,
540824,ASTRON,B,30.75,31.75,30.75,31.15,1336,0.42,19,
539151,ARFIN,X,28.90,28.90,27.05,28.55,1475,0.41,15,
533008,OISL,B,3.01,3.01,3.01,3.01,13734,0.41,6,
507438,IFBAGRO,B,308.00,308.00,290.00,294.25,136,0.41,9,
516016,SHREYANIND,B,81.20,82.15,81.20,82.15,503,0.41,7,
520119,ASAL,B,17.80,17.80,17.50,17.50,2350,0.41,9,
522183,ITL,X,54.70,54.70,48.95,48.95,794,0.40,15,
524051,POLYPLEX*,B,434.45,434.45,427.00,427.95,93,0.40,13,
526668,KAMATHOTEL,B,23.45,23.50,23.20,23.45,1742,0.40,23,
531688,PRITHVIEXCH,X,20.00,20.70,19.10,20.50,2003,0.39,7,
500240,KINETICENG,XT,16.45,16.95,16.45,16.80,2340,0.39,11,
501430,BOMBCYC,X,739.40,776.00,701.10,703.00,55,0.39,7,
506128,PARNAXLAB,X,19.35,19.35,19.25,19.35,2001,0.38,8,
503169,RUBYMILLS,B,170.00,170.00,163.30,163.30,237,0.38,50,
522074,ELGIEQUIP,B,155.00,155.00,154.90,155.00,250,0.38,25,
523329,ELDEHSG,X,963.90,984.85,816.00,910.00,41,0.38,16,
537839,PHOENIXTN,X,7.32,7.32,7.32,7.32,5282,0.38,7,
532054,KDDL,B,136.40,136.40,136.40,136.40,280,0.38,9,
540697,AMFL,B,7.29,7.29,7.29,7.29,5238,0.38,15,
541299,DLCL,M,9.60,9.60,9.60,9.60,4000,0.38,1,
532369,RAMCOIND,B,124.40,126.80,124.40,126.00,300,0.37,20,
531717,VIDHIING,B,60.65,61.40,60.40,61.40,609,0.37,12,
526666,BIL,B,100.30,104.55,99.20,99.20,366,0.37,39,
512267,MMWL,X,3.69,3.79,3.69,3.79,10114,0.37,5,
502157,MANGLMCEM,B,181.35,183.95,180.65,180.65,203,0.37,12,
505737,INTLCOMBQ,X,108.00,109.00,98.00,98.00,364,0.36,15,
506522,JLMORI,X,1749.00,1749.00,1749.00,1749.00,21,0.36,5,
530117,FAIRCHEM,B,484.10,484.10,480.00,484.10,75,0.36,18,
517506,TTKPRESTIG,A,5271.30,5271.35,5219.45,5219.45,7,0.36,4,
532351,AKSHOPTFBR,B,5.56,5.56,5.56,5.56,6480,0.36,11,
532143,SKMEGGPROD,B,38.00,39.55,37.55,38.60,940,0.36,50,
532271,CYBERMAT,X,1.26,1.26,1.17,1.25,29830,0.36,21,
555555,ICICISENSX,B,368.00,368.00,368.00,368.00,100,0.36,27,
531977,CHLOGIST,X,3.25,3.30,3.06,3.27,11008,0.35,12,
533121,EXPLEOSOL,B,231.25,231.25,231.25,231.25,155,0.35,3,
523371,MAWANASUG,B,26.60,26.60,26.60,26.60,1350,0.35,6,
511463,ALEXANDER,X,11.31,11.66,11.11,11.30,3167,0.35,22,
511509,VIVOBIOT,X,30.95,30.95,28.10,28.50,1222,0.35,8,
501148,DSINVEST,XT,227.00,227.65,227.00,227.65,157,0.35,10,
511589,AVONMORE,X,8.50,9.40,8.50,9.15,3888,0.34,15,
523648,PLASTIBLEN,B,155.75,156.00,155.15,155.15,225,0.34,33,
537007,ICICINIFTY,B,106.00,107.00,105.80,106.30,325,0.34,30,
532375,TIPSINDLTD,B,115.55,115.55,112.95,113.00,298,0.33,34,
514234,SANGAMIND,B,45.80,45.80,45.05,45.50,748,0.33,46,
531109,ISHANCH,X,23.00,23.15,23.00,23.10,1450,0.33,5,
504176,HIGHENE,X,205.25,206.00,201.10,203.10,164,0.33,7,
540654,GSTL,B,74.60,74.60,55.05,60.45,559,0.33,19,
506076,GRINDWELL,A,512.45,514.00,507.20,507.20,63,0.32,16,
500227,JINDALPOLY,B,314.45,320.40,314.45,317.60,104,0.32,23,
500041,BANARISUG,B,952.00,955.00,952.00,955.00,34,0.32,4,
530699,RAJRAYON,Z,0.19,0.19,0.19,0.19,172973,0.32,24,
514266,ZENIFIB,X,31.85,31.85,29.20,31.40,1007,0.32,5,
517344,MINDTECK,B,21.90,22.20,21.90,22.10,1490,0.32,7,
532728,MALUPAPER,B,28.95,28.95,28.05,28.50,1139,0.32,16,
532785,RUCHIRA,B,41.60,41.95,41.00,41.95,782,0.32,30,
532952,NAHARCAP,B,63.00,68.35,63.00,68.00,503,0.32,9,
540798,FSC,B,132.10,134.90,129.00,133.80,242,0.32,13,
541178,BENARA,M,16.10,16.10,16.10,16.10,2000,0.32,1,
542684,PPL,B,45.75,46.20,45.05,45.05,713,0.32,7,
532651,SPLIL,B,25.10,25.90,24.85,25.70,1256,0.31,42,
532717,INDOTECH,B,83.65,88.00,83.65,86.00,365,0.30,12,
532944,ONMOBILE*,B,28.00,28.10,28.00,28.10,1100,0.30,4,
533029,ALKALI,B,42.05,46.80,42.05,45.55,657,0.30,28,
523672,FLEXFO,X,37.50,39.80,37.50,38.80,781,0.30,7,
522101,KLBRENG-B,X,16.42,16.92,16.42,16.92,1800,0.30,18,
521097,AMARJOTHI,X,59.40,59.40,56.20,58.50,525,0.30,8,
530545,COSCO,X,72.00,73.40,70.60,70.60,428,0.30,16,
530879,CIFL,X,98.00,101.00,98.00,101.00,302,0.30,4,
500102,BALLARPUR,B,0.55,0.55,0.52,0.55,56625,0.30,28,
500307,NIRLON,B,224.85,225.00,222.10,225.00,134,0.30,5,
500284,LORDSCHLO,XT,33.95,34.00,31.10,32.50,871,0.29,7,
507442,DHARSUGAR,T,5.71,5.71,5.71,5.71,5200,0.29,3,
504036,HIRECT,B,128.00,131.00,126.00,126.00,227,0.29,23,
530979,INDIAHOME,X,33.65,33.65,31.05,31.75,926,0.29,17,
531082,ALANKIT,B,14.95,15.20,14.69,15.10,1966,0.29,11,
514274,AARVEEDEN,B,12.80,13.24,12.80,13.00,2240,0.29,7,
517041,ADORWELD,B,250.00,258.40,250.00,255.60,114,0.29,17,
517059,SALZER,B,66.00,71.00,66.00,67.35,440,0.29,23,
532687,REPRO,B,392.25,403.85,392.25,403.80,74,0.29,4,
532660,VIVIMEDLAB,B,11.74,12.00,11.62,11.88,2531,0.29,21,
532386,CALSOFT,B,9.50,9.55,9.05,9.55,3155,0.29,10,
532305,INDSWFTLAB,B,26.75,26.95,26.75,26.75,1100,0.29,22,
539148,SHIVALIK,X,247.00,247.00,242.05,245.00,121,0.29,5,
540366,RADIOCITY,B,13.52,13.55,13.40,13.45,2122,0.28,16,
538496,TARINI,M,3.16,3.16,3.16,3.16,9000,0.28,1,
513713,WHITEORG,X,5.91,5.91,5.91,5.91,4879,0.28,8,
531253,INDGELA,X,94.00,99.00,92.25,99.00,309,0.28,6,
530145,KISAN,X,7.00,7.28,6.80,7.14,4075,0.28,18,
524709,NACLIND,B,27.20,27.95,27.20,27.95,999,0.27,2,
530845,SUNSHIEL,X,89.95,90.00,89.95,90.00,306,0.27,5,
530665,ZENITHHE,XT,0.97,0.97,0.90,0.95,28118,0.27,25,
519295,BAMBINO,X,112.25,123.95,112.25,119.05,228,0.27,15,
500193,HLVLTD,B,5.05,5.40,5.02,5.40,5159,0.27,9,
537291,NATHBIOGEN,B,321.00,336.25,321.00,322.00,84,0.27,8,
532911,PARLEIND,X,18.40,18.40,18.40,18.40,1521,0.27,23,
542248,DECCAN,M,22.80,22.80,22.80,22.80,1200,0.27,1,
541545,TALWGYM,Z,1.22,1.27,1.22,1.27,21676,0.27,22,
533164,TEXMOPIPES,B,11.00,11.00,10.50,10.54,2520,0.26,14,
533272,CEBBCO,B,9.84,11.32,9.84,11.32,2457,0.26,13,
533284,RPPINFRA,B,52.00,52.00,50.45,51.95,501,0.26,7,
506808,TUTIALKA,XT,8.92,8.92,8.08,8.08,3119,0.26,14,
514167,GANECOS,B,180.65,185.20,180.65,185.20,141,0.26,6,
522229,TANAA,X,25.70,25.70,25.00,25.25,1051,0.26,9,
531687,KGL,Z,0.27,0.27,0.27,0.27,97960,0.26,4,
531512,ORIENTTR,XT,1.81,1.81,1.81,1.81,14505,0.26,10,
526433,ASMTEC,X,72.00,72.00,72.00,72.00,372,0.26,6,
542503,MAHIP,M,6.54,6.54,6.54,6.54,4000,0.26,1,
530689,LYKISLTD,XT,17.50,17.75,17.50,17.50,1434,0.25,7,
522004,BATLIBOI,X,7.00,7.96,7.00,7.95,3349,0.25,15,
514428,HINDADH,X,67.50,68.00,67.30,67.90,380,0.25,5,
503101,MARATHON,B,48.50,51.55,48.45,48.45,500,0.25,36,
503162,RELCHEMQ,X,56.05,58.85,56.05,56.10,451,0.25,22,
511658,NETTLINX,X,20.80,20.80,19.10,20.20,1254,0.25,6,
509472,CRAVATEX,X,268.00,268.00,251.00,251.00,96,0.25,4,
537708,KOTAKNIFTY,B,104.00,104.75,104.00,104.75,248,0.25,10,
532678,BRFL,B,4.54,4.77,4.51,4.60,5546,0.25,15,
538812,AANCHALISP,T,5.41,5.41,5.40,5.41,4626,0.25,12,
532801,CTE,B,19.95,19.95,19.95,19.95,1251,0.24,2,
505681,BIMETAL,X,211.05,223.00,211.00,212.15,113,0.24,9,
500155,GARDENSILK,B,7.81,7.81,7.81,7.81,3165,0.24,168,
520056,SUNCLAYLTD,B,1420.00,1469.90,1420.00,1445.00,17,0.24,8,
541163,SANDHAR,B,154.00,157.70,153.00,153.00,157,0.24,17,
526139,TRABI,XT,3.52,3.80,3.45,3.75,6751,0.23,10,
526550,CCHHL,B,2.80,2.88,2.80,2.88,8000,0.23,24,
511768,MASTERTR,X,11.50,11.50,11.40,11.40,2050,0.23,5,
542156,IPRU3218,B,9.20,9.20,9.20,9.20,2600,0.23,1,
512149,AVANCE,X,0.19,0.19,0.19,0.19,116130,0.22,8,
524764,NUTRA,X,6.25,6.58,6.20,6.55,3529,0.22,14,
524711,VISTAPH,XT,11.94,11.94,11.94,11.94,1900,0.22,5,
524500,KILITCH,B,100.75,102.05,100.75,102.05,218,0.22,14,
532662,HTMEDIA,B,11.50,12.30,11.50,11.70,1822,0.22,16,
532307,MELSTAR,Z,3.46,3.46,3.20,3.46,6762,0.22,6,
532460,PONNIERODE,B,146.00,149.90,146.00,149.90,150,0.22,20,
532817,ORIENTALTL,B,9.70,9.90,9.70,9.90,2173,0.21,11,
532740,LOKESHMACH,B,20.85,20.85,16.60,18.95,1184,0.21,11,
534076,ORIENTREF,B,152.05,152.05,150.90,151.45,145,0.21,27,
533202,NEH,X,1.13,1.13,1.13,1.13,19358,0.21,8,
533022,20MICRONS,B,31.95,31.95,28.90,29.30,727,0.21,9,
539770,DARJEELING,X,4.08,4.08,4.08,4.08,5160,0.21,20,
526739,SHAWGELTIN,X,135.00,136.80,135.00,136.80,160,0.21,2,
526885,SARLAPOLY,B,17.52,17.75,17.30,17.70,1247,0.21,9,
504879,ORIENTABRA,B,14.35,14.55,14.30,14.50,1500,0.21,15,
500252,LAXMIMACH,A,2700.00,2700.00,2694.35,2700.00,8,0.21,5,
500354,RAJSREESUG,B,14.55,15.23,14.45,14.45,1454,0.21,16,
540602,GTPL,B,53.80,53.85,52.55,53.45,400,0.21,13,
500365,WELSPLSOL,XT,6.70,6.73,6.52,6.52,3110,0.20,5,
503657,VEERENRGY,X,6.01,6.59,6.01,6.06,3320,0.20,20,
507690,ORIBEVER,X,51.10,52.00,51.10,51.50,403,0.20,7,
530621,AAIL,X,14.19,14.55,14.19,14.30,1444,0.20,13,
517236,CALCOM,X,21.05,22.45,21.05,22.45,964,0.20,19,
522281,RAMRAT,X,61.30,61.30,60.00,61.30,340,0.20,9,
532994,ARCHIDPLY,B,21.90,21.90,20.65,20.65,1010,0.20,9,
532904,SUPREMEINF,Z,6.40,6.40,6.40,6.40,3000,0.19,5,
537750,KIRANVYPAR,X,58.65,58.65,55.05,55.05,353,0.19,2,
536960,M100,B,14.60,14.94,14.60,14.93,1300,0.19,9,
533982,TERASOFT,B,19.30,19.40,19.30,19.40,1000,0.19,9,
534060,PMCFIN,XT,0.21,0.22,0.21,0.22,90481,0.19,18,
532507,BAGFILMS,B,1.69,1.75,1.69,1.75,11000,0.19,32,
531859,ORVENPR,X,30.00,30.00,29.90,29.90,651,0.19,5,
532090,VANDANA,XT,0.31,0.31,0.31,0.31,64000,0.19,4,
522017,FLUIDOM,X,66.95,67.00,66.90,67.00,290,0.19,5,
523736,DVL,B,54.60,54.60,54.25,54.25,350,0.19,8,
530317,GODAVARI,X,16.60,16.75,16.10,16.10,1162,0.19,8,
500296,NAHARSPING,B,36.10,37.50,36.10,37.20,517,0.19,6,
500460,MUKANDLTD,B,18.90,18.90,18.25,18.25,1034,0.19,2,
541983,INNOVATIVE,M,19.80,19.80,19.80,19.80,1000,0.19,1,
543187,POWERINDIA,B,835.70,835.70,835.05,835.70,23,0.19,4,
500243,KIRLOSIND,B,516.00,516.00,516.00,516.00,35,0.18,9,
500089,DICIND,B,328.20,329.15,328.15,329.15,56,0.18,4,
511533,SAHARAHOUS,X,27.50,27.50,23.20,26.95,729,0.18,9,
530499,AKCAPIT,X,213.00,213.00,212.90,213.00,85,0.18,5,
524212,WANBURY,T,19.80,19.80,19.80,19.80,910,0.18,2,
514302,VIPPYSP,X,31.75,32.30,31.75,32.25,573,0.18,4,
532172,ADROITINFO,B,6.80,6.83,6.10,6.22,2848,0.18,26,
532440,MPSLTD,B,242.65,251.85,242.65,243.95,74,0.18,7,
532404,7TEC,X,13.90,13.90,12.21,13.80,1319,0.18,9,
532699,ROHLTD,B,46.85,46.85,46.80,46.80,400,0.18,5,
534615,NECCLTD,B,5.74,5.74,5.50,5.60,3400,0.18,5,
533177,IL&FSTRANS,Z,1.16,1.16,1.09,1.09,16685,0.18,13,
533200,TALWALKARS,Z,1.98,1.98,1.98,1.98,8955,0.17,12,
533270,BEDMUTHA,B,13.29,13.29,13.15,13.15,1300,0.17,7,
539979,DIGJAMLTD,Z,2.15,2.15,2.15,2.15,8027,0.17,11,
539594,MISHTANN,X,7.69,7.69,7.69,7.69,2310,0.17,10,
530135,OPTIEMUS,T,22.25,22.40,22.25,22.40,765,0.17,4,
512527,SUPER,X,221.50,221.50,221.05,221.05,79,0.17,2,
500407,SWARAJENG,B,1254.40,1280.95,1249.00,1249.85,14,0.17,5,
500317,OSWALAGRO,B,6.50,6.65,6.35,6.56,2481,0.16,20,
500259,LYKALABS,B,16.50,16.50,16.50,16.50,1000,0.16,4,
502986,VTL,A,745.00,745.00,735.00,735.00,22,0.16,7,
505688,BHARATGEAR,B,42.00,43.90,41.95,43.90,387,0.16,24,
506981,BLUECHIPT,X,93.50,93.50,83.75,89.25,202,0.16,3,
530047,MOHOTAIND,B,8.01,8.01,8.01,8.01,2070,0.16,7,
517214,DIGISPICE,T,9.63,9.63,9.63,9.63,1710,0.16,4,
524174,KESARPE,X,4.38,4.40,4.38,4.40,3759,0.16,12,
522029,WINDMACHIN,B,14.50,14.80,14.00,14.55,1110,0.16,16,
521151,DHANFAB,X,16.50,17.80,16.50,17.80,1005,0.16,2,
539992,LLOYDSTEEL,B,0.78,0.78,0.78,0.78,21392,0.16,7,
539056,IMAGICAA,B,3.90,3.90,3.70,3.70,4278,0.16,16,
590030,SPIC,B,15.44,15.45,15.13,15.13,1091,0.16,7,
590108,PSUBNKBEES,B,14.50,14.78,14.50,14.51,1159,0.16,10,
542922,MANXT50ETF,B,250.50,252.10,250.50,251.90,64,0.16,3,
539894,MADHAVIPL,X,24.75,24.75,22.95,23.90,680,0.15,12,
