,Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,Unnamed: 10
1868,532654,MCLEODRUSS,T,4.57,4.57,4.57,4.57,4434,0.2,14,
1869,532780,PARSVNATH,T,2.01,2.01,1.88,2.01,10325,0.2,16,
1870,532914,ARCOTECH,T,1.7,1.79,1.7,1.78,11700,0.2,18,
1871,533629,TIJARIA,B,5.25,5.54,5.25,5.54,3725,0.2,36,
1872,543174,11GPG,B,1.49,1.49,1.49,1.49,13254,0.2,15,
1873,539552,FMEC,XT,3.75,3.75,3.75,3.75,5000,0.19,1,
1874,533302,KICL,B,1162.0,1162.0,1150.05,1150.05,16,0.19,9,
1875,532344,SOFTSOL,X,34.65,34.65,34.65,34.65,557,0.19,4,
1876,530959,DIANATEA,X,8.98,8.98,8.22,8.65,2246,0.19,35,
1877,526725,SANDESH,B,453.8,453.8,452.0,452.45,41,0.19,5,
1878,522152,SOLIMAC,X,19.0,19.7,18.0,18.65,1022,0.19,41,
1879,524632,SHUKRAPHAR,X,36.9,38.6,35.1,35.2,540,0.19,7,
1880,511716,ESCORTSFIN,X,1.62,1.68,1.62,1.68,12002,0.19,5,
1881,505688,BHARATGEAR,B,40.0,40.8,39.75,40.2,470,0.19,28,
1882,500313,OILCOUNTUB,B,4.0,4.3,4.0,4.05,4510,0.19,31,
1883,500343,AMJLAND,B,14.77,14.77,14.53,14.53,1250,0.18,5,
1884,500069,BNKCAP,X,51.35,51.35,50.7,50.7,352,0.18,3,
1885,503804,SHRIDINE,X,85.1,93.9,85.1,93.9,200,0.18,2,
1886,511601,YASHMGM,X,5.38,5.6,5.13,5.6,3512,0.18,25,
1887,515085,RESTILE,X,2.0,2.0,1.82,1.85,9600,0.18,14,
1888,517166,SPELS,X,3.66,4.03,3.65,4.02,4625,0.18,22,
1889,518011,KEERTHI,XT,30.05,30.05,30.0,30.0,611,0.18,3,
1890,531198,DHANADACO,XT,3.5,3.54,3.5,3.54,5108,0.18,9,
1891,531744,GINISILK,XT,59.05,59.05,53.5,57.95,333,0.18,11,
1892,532387,PNC,B,11.85,11.85,10.81,10.81,1600,0.18,3,
1893,532005,SAMINDUS,X,7.3,7.6,7.3,7.6,2450,0.18,7,
1894,533343,LOVABLE,B,49.85,51.3,49.85,51.15,346,0.18,13,
1895,539480,LICNETFN50,B,105.0,105.0,101.5,104.99,174,0.18,12,
1896,539132,VEGETABLE,X,4.2,4.2,3.99,4.0,4608,0.18,8,
1897,538965,CONCORD,XT,16.5,16.5,16.4,16.4,1050,0.17,2,
1898,538496,TARINI,M,2.84,2.84,2.84,2.84,6000,0.17,2,
1899,533272,CEBBCO,B,9.24,9.24,9.0,9.0,1872,0.17,10,
1900,533152,MBLINFRA,T,5.14,5.14,4.85,5.0,3525,0.17,12,
1901,532932,MANAKSIA,B,32.0,32.0,31.35,32.0,537,0.17,8,
1902,532212,ARCHIES,B,10.8,11.0,10.71,10.8,1577,0.17,14,
1903,532219,ENERGYDEV,B,5.5,5.74,5.5,5.74,2892,0.17,12,
1904,531723,STAMPEDE,B,0.37,0.38,0.37,0.38,46150,0.17,12,
1905,530951,RAMINFO,X,11.0,11.55,11.0,11.5,1455,0.17,9,
1906,522004,BATLIBOI,X,6.41,6.73,6.41,6.73,2516,0.17,16,
1907,505029,ATLASCYCLE,T,50.0,50.0,48.6,50.0,341,0.17,4,
1908,505196,TIL,B,128.0,129.0,126.3,129.0,135,0.17,8,
1909,540385,KDLL,XT,26.5,27.2,26.5,27.0,609,0.17,13,
1910,540861,IPRU3018,B,7.6,7.6,7.6,7.6,2100,0.16,3,
1911,503657,VEERENRGY,X,6.15,6.15,6.0,6.11,2606,0.16,22,
1912,502589,VAPIPPR,XT,32.5,34.0,32.5,34.0,501,0.16,2,
1913,508494,WARRENTEA,X,38.6,38.65,38.0,38.0,403,0.16,16,
1914,507998,SIMMOND,X,28.65,28.9,27.1,28.5,590,0.16,17,
1915,509220,PTL,B,30.5,30.85,30.4,30.4,510,0.16,7,
1916,507205,TI,B,16.3,16.6,16.25,16.55,968,0.16,7,
1917,500346,PUNJCOMMU,B,14.25,14.25,14.25,14.25,1127,0.16,12,
1918,500463,AGCNET,B,255.0,261.0,255.0,261.0,61,0.16,11,
1919,526027,CUBEXTUB,B,11.22,11.22,10.2,11.05,1505,0.16,117,
1920,517554,NHCFOODS,X,4.3,4.49,4.27,4.27,3654,0.16,11,
1921,517246,BCCFUBA,XT,7.0,7.0,6.8,7.0,2381,0.16,7,
1922,517258,PRECISIO,XT,17.9,17.9,17.05,17.05,909,0.16,10,
1923,514087,PBMPOLY,X,33.0,34.5,33.0,33.5,470,0.16,9,
1924,532081,KSERASERA,T,0.19,0.19,0.19,0.19,81587,0.16,15,
1925,532307,MELSTAR,Z,2.86,3.0,2.86,3.0,5469,0.16,10,
1926,533144,COX&KINGS,Z,0.81,0.81,0.81,0.81,19437,0.16,11,
1927,538890,MKEXIM,X,15.95,16.0,15.95,16.0,1027,0.16,6,
1928,539177,AIIL,X,76.85,84.85,76.85,78.05,184,0.16,10,
1929,539290,BINDALAGRO,B,9.77,9.77,9.63,9.65,1533,0.15,11,
1930,539527,CREATIVE,X,250.0,250.0,245.0,250.0,59,0.15,3,
1931,533761,GPTINFRA,B,21.45,21.45,19.1,19.25,785,0.15,8,
1932,533157,SYNCOM,T,1.36,1.4,1.3,1.35,11500,0.15,15,
1933,532997,KSK,B,0.37,0.37,0.37,0.37,39519,0.15,8,
1934,532918,RATHIBAR,X,8.97,8.97,8.07,8.12,1860,0.15,11,
1935,532920,EDL,Z,4.63,4.63,4.63,4.63,3211,0.15,6,
1936,532867,V2RETAIL,B,57.95,58.05,57.95,58.05,256,0.15,6,
1937,532642,JSWHL,B,1649.45,1681.0,1649.45,1671.4,9,0.15,7,
1938,531569,SANJIVIN,X,6.7,6.72,6.7,6.72,2250,0.15,9,
1939,530699,RAJRAYON,Z,0.19,0.19,0.19,0.19,81011,0.15,12,
1940,514322,KAMADGIRI,X,37.8,37.8,37.8,37.8,401,0.15,4,
1941,524768,EMMESSA,X,10.5,10.99,10.5,10.99,1375,0.15,4,
1942,521180,SUPERSPIN,B,3.4,3.5,3.4,3.5,4394,0.15,12,
1943,523676,GOLKUNDIA,X,15.2,15.2,14.45,14.45,1019,0.15,7,
1944,541678,TVF1G,B,7.31,7.31,7.3,7.3,2000,0.15,2,
1945,523277,GVFILM,X,0.25,0.27,0.25,0.26,53552,0.14,29,
1946,519156,VADILALIND,B,551.95,551.95,551.95,551.95,25,0.14,1,
1947,512267,MMWL,X,3.21,3.54,3.21,3.54,4101,0.14,11,
1948,500329,PENTAGRAPH,X,0.3,0.32,0.3,0.31,45350,0.14,21,
1949,500317,OSWALAGRO,B,6.06,6.25,5.8,6.13,2377,0.14,22,
1950,502873,HPCOTTON,X,15.3,15.4,15.0,15.3,930,0.14,17,
1951,506122,PANKAJPIYUS,X,35.25,35.25,32.0,35.0,427,0.14,6,
1952,530533,TERAI,X,30.6,30.6,30.0,30.6,449,0.14,10,
1953,532946,BANG,B,15.0,15.45,15.0,15.45,941,0.14,7,
1954,532817,ORIENTALTL,B,8.4,8.66,8.4,8.66,1629,0.14,11,
1955,538446,MONEYBOXX,T,62.2,62.2,60.0,60.0,228,0.14,5,
1956,537800,MANGIND,X,0.27,0.27,0.25,0.27,51607,0.13,19,
1957,533896,FERVENTSYN,X,11.07,11.07,11.06,11.06,1158,0.13,11,
1958,533676,INDOTHAI,B,24.5,24.5,24.5,24.5,515,0.13,20,
1959,536170,KUSHAL,T,3.71,3.71,3.71,3.71,3372,0.13,15,
1960,533285,RDBRIL,X,20.5,20.5,19.6,19.6,630,0.13,5,
1961,526755,VELHO,X,3.38,3.54,3.25,3.49,3766,0.13,18,
1962,526807,SEAMECLTD,B,314.3,317.0,314.3,317.0,41,0.13,2,
1963,532416,NEXTMEDIA,T,3.99,3.99,3.99,3.99,3225,0.13,7,
1964,532284,TCFCFINQ,X,16.5,18.0,16.5,17.65,771,0.13,13,
1965,532256,NSIL,B,665.0,665.0,632.1,659.6,20,0.13,16,
1966,532305,INDSWFTLAB,B,25.9,25.9,25.2,25.5,515,0.13,5,
1967,531892,KHANDSE,B,11.5,11.52,10.52,11.43,1123,0.13,14,
1968,504084,KAYCEEI,X,2650.0,2829.0,2650.0,2709.65,5,0.13,3,
1969,509009,AUSOMENT,B,26.5,26.5,25.0,26.05,490,0.13,6,
1970,513642,AXELPOLY,XT,7.9,7.9,7.8,7.8,1650,0.13,7,
1971,512634,SAVERA,X,35.45,35.45,31.6,34.45,365,0.13,22,
1972,519397,SHINDL,XT,26.0,26.0,26.0,26.0,500,0.13,3,
1973,524013,HINFLUR,B,5.91,5.91,5.91,5.91,2210,0.13,11,
1974,524828,BDH,XT,64.35,64.35,60.2,62.95,212,0.13,10,
1975,542141,TECHNOE,B,188.7,196.0,188.7,196.0,68,0.13,10,
1976,541313,ICICI500,B,132.0,132.0,130.57,130.57,95,0.13,13,
1977,542747,NETFSNX150,B,31.34,31.35,27.7,31.35,402,0.13,14,
1978,540850,JFL,M,6.29,6.29,6.29,6.29,2000,0.13,1,
1979,540823,VITESSE,XT,38.0,41.7,38.0,41.7,307,0.12,5,
1980,540669,UTINEXT50,B,242.55,242.55,242.55,242.55,50,0.12,1,
1981,539992,LLOYDSTEEL,B,0.69,0.69,0.69,0.69,17099,0.12,10,
1982,541503,UNICK,XT,23.4,23.4,23.4,23.4,500,0.12,1,
1983,526073,GALXBRG,XT,126.5,126.5,116.15,126.3,91,0.12,3,
1984,526504,DOLPHMED,XT,0.87,0.88,0.87,0.88,14130,0.12,14,
1985,523708,EIMCOELECO,B,246.0,246.0,246.0,246.0,50,0.12,7,
1986,523550,KRYPTONQ,X,7.99,7.99,7.5,7.5,1539,0.12,12,
1987,515093,MADHAV,B,19.55,19.6,19.25,19.25,601,0.12,36,
1988,513536,GNRL,X,10.75,10.75,10.75,10.75,1110,0.12,2,
1989,513511,PANCHMAHQ,X,21.15,21.15,21.15,21.15,550,0.12,2,
1990,514030,DEEPAKSP,X,65.0,65.0,65.0,65.0,190,0.12,4,
1991,511630,SAMBHAAV,B,1.84,1.85,1.77,1.77,6454,0.12,11,
1992,507180,KESARENT,X,25.85,26.7,25.1,26.55,450,0.12,17,
1993,526957,UDL,X,3.8,3.8,3.73,3.73,3165,0.12,21,
1994,530459,VALSONQ,X,14.01,14.8,14.0,14.7,844,0.12,18,
1995,533470,RUSHIL,B,111.2,112.85,111.2,112.85,110,0.12,5,
1996,533007,LGBFORGE,B,2.25,2.25,2.25,2.25,5151,0.12,3,
1997,532931,BURNPUR,B,1.05,1.05,1.01,1.01,11401,0.12,6,
1998,533638,FLEXITUFF,B,5.14,5.14,5.14,5.14,2305,0.12,8,
1999,534600,JTLINFRA,X,79.4,79.9,76.0,79.9,140,0.11,5,
2000,539031,SETFBSE100,B,105.99,105.99,105.8,105.8,107,0.11,4,
2001,539011,CHENFERRO,XT,5.13,5.13,4.88,5.13,2276,0.11,8,
2002,532855,HARYNACAP,X,24.35,24.5,24.35,24.5,468,0.11,4,
2003,533315,INOVSYNTH,X,4.81,5.27,4.81,5.25,2130,0.11,5,
2004,533212,GKB,X,72.0,72.0,72.0,72.0,151,0.11,4,
2005,532695,CELEBRITY,B,4.24,4.34,4.24,4.31,2571,0.11,10,
2006,504840,KAIRA,X,720.0,720.0,655.0,665.0,16,0.11,6,
2007,504378,NYSSACORP,XT,1.03,1.03,1.03,1.03,10900,0.11,5,
2008,500460,MUKANDLTD,B,17.05,17.5,17.05,17.5,606,0.11,8,
2009,512247,ASHCAP,X,2.14,2.14,2.0,2.02,5252,0.11,22,
2010,516062,NATPLY,X,8.35,8.35,7.94,7.96,1337,0.11,8,
2011,520123,ABCINDQ,X,42.0,44.1,41.9,44.1,266,0.11,11,
2012,523539,PRECWIRE,B,80.45,83.9,80.45,83.9,135,0.11,14,
2013,521163,ZODIACLOTH,B,115.0,116.1,115.0,116.0,93,0.11,16,
2014,522207,RASANDIK,X,38.0,39.5,35.5,36.4,296,0.11,9,
2015,524675,KABSON,XT,3.19,3.34,3.19,3.19,3406,0.11,15,
2016,524576,VIVIDIND,X,11.5,11.64,11.06,11.29,984,0.11,8,
2017,542919,ARTEMISMED,B,169.95,172.0,162.0,165.0,65,0.11,6,
2018,540730,MEHAI,B,41.9,44.1,39.9,42.0,277,0.11,10,
2019,540654,GSTL,B,65.9,65.9,57.45,64.85,162,0.1,10,
2020,540405,OCEANIC,T,36.7,38.75,36.7,38.75,266,0.1,3,
2021,526614,EXPOGAS,X,2.86,2.86,2.7,2.86,3405,0.1,13,
2022,526143,MPL,XT,3.24,3.4,3.1,3.4,3091,0.1,11,
2023,523696,FORTISMLR,X,45.0,45.0,42.6,43.0,233,0.1,11,
2024,520141,SIBARAUT,X,10.38,10.38,9.41,9.41,1008,0.1,3,
2025,519287,MODAIRY,X,4.78,4.78,4.78,4.78,2000,0.1,6,
2026,517447,RSSOFTWARE,B,13.1,13.75,13.1,13.75,761,0.1,6,
2027,512296,BHAGYNAGAR,B,15.18,15.18,14.35,14.95,676,0.1,18,
2028,511764,UPASAFN,X,14.0,14.7,14.0,14.65,700,0.1,5,
2029,511557,PROFINC,X,19.0,21.85,19.0,19.25,537,0.1,11,
2030,513108,GANDHITUBE,B,168.0,168.5,165.0,166.9,59,0.1,6,
2031,500360,RAPICUT,X,25.5,27.0,24.05,24.15,412,0.1,13,
2032,501833,CHOWGULSTM,XT,3.34,3.68,3.34,3.68,2834,0.1,5,
2033,506520,JAYCH,X,3.41,3.41,3.41,3.41,3000,0.1,7,
2034,507498,PICCASUG,X,4.15,4.15,4.0,4.14,2437,0.1,16,
2035,532730,SGL,B,6.25,7.2,6.25,6.43,1637,0.1,10,
2036,532143,SKMEGGPROD,B,36.05,36.2,35.9,36.0,283,0.1,11,
2037,526849,BANARBEADS,B,33.6,33.6,32.8,32.8,302,0.1,2,
2038,531556,CORALFINAC,B,14.1,14.72,13.94,14.01,738,0.1,22,
2039,531412,RADIXIND,XT,67.6,72.65,67.6,69.7,143,0.1,13,
2040,533008,OISL,B,2.61,2.61,2.61,2.61,3651,0.1,7,
2041,532774,INSPIRISYS,B,21.1,21.35,21.0,21.0,496,0.1,7,
2042,532751,EASUNREYRL,Z,1.85,1.85,1.85,1.85,5221,0.1,5,
2043,539015,ORTEL,Z,0.92,0.92,0.92,0.92,10910,0.1,10,
2044,535204,MUKTA,X,3.19,3.19,3.01,3.19,3200,0.1,16,
2045,537292,AGRITECH,T,31.05,32.55,31.05,31.45,320,0.1,4,
2046,538928,KARNAVATI,B,15.55,15.55,15.55,15.55,675,0.1,5,
2047,538837,JSTL,X,20.0,20.0,19.0,19.95,526,0.1,7,
2048,534748,STEELXIND,B,12.0,12.6,12.0,12.6,720,0.09,24,
2049,539814,RADHEY,X,24.0,25.9,23.95,24.0,371,0.09,5,
2050,531201,SHILCTECH,X,98.4,98.4,93.6,93.6,95,0.09,4,
2051,532334,HBESD,X,7.04,7.04,6.4,6.96,1410,0.09,9,
2052,506074,ARSHIYA,T,9.26,9.26,9.26,9.26,1000,0.09,3,
2053,505690,BRADYM,X,61.0,61.9,61.0,61.9,143,0.09,4,
2054,500028,ATVPR,XT,3.2,3.36,3.1,3.29,2860,0.09,15,
2055,512453,SHRJAGP,X,172.0,176.0,172.0,172.0,51,0.09,9,
2056,526492,RISHIROOP,X,27.75,27.75,24.3,26.75,324,0.09,8,
2057,524136,PCCOSMA,X,84.4,88.0,84.4,86.5,111,0.09,9,
2058,540799,DACEFRG,B,9.0,9.0,9.0,9.0,1000,0.09,1,
2059,542843,NIEHSPG,B,6.89,6.9,6.32,6.55,1211,0.08,7,
2060,526381,PATINTLOG,B,17.85,17.9,17.0,17.9,442,0.08,4,
2061,526325,ORIENTLTD,B,74.2,74.2,74.2,74.2,111,0.08,3,
2062,526113,UNRYLMA,XT,11.0,11.0,11.0,11.0,749,0.08,3,
2063,523475,LOTUSCHO,X,12.45,13.59,12.45,12.6,652,0.08,13,
2064,521206,SAMTEX,X,0.37,0.38,0.37,0.38,21001,0.08,7,
2065,511724,BALFC,X,29.2,32.0,29.2,29.2,273,0.08,18,
2066,516064,ARROWGREEN,B,35.5,35.5,35.5,35.5,229,0.08,2,
2067,514450,MHLXMIRU,X,26.4,26.45,25.35,25.4,306,0.08,5,
2068,500013,ANSALAPI,T,5.0,5.1,4.87,4.9,1705,0.08,8,
2069,505400,TEXINFRA,B,35.0,35.0,34.25,34.4,230,0.08,26,
2070,506146,VIVIDHA,B,0.19,0.2,0.19,0.19,39950,0.08,5,
2071,502820,DCM,B,18.65,18.65,17.45,17.5,453,0.08,5,
2072,507508,RIGASUG,X,3.06,3.06,3.06,3.06,2690,0.08,4,
2073,532329,DANLAW,X,46.0,46.0,42.05,45.5,170,0.08,10,
2074,530047,MOHOTAIND,B,6.88,6.93,6.88,6.93,1216,0.08,4,
2075,530207,BRAWN,XT,24.1,25.3,23.1,25.3,347,0.08,8,
2076,539229,MRSS,M,6.3,6.3,6.3,6.3,1200,0.08,2,
2077,534623,JUPITERIN,B,23.8,24.4,23.05,24.2,323,0.08,7,
2078,532900,PAISALO,B,160.9,160.9,158.1,158.1,50,0.08,14,
2079,533451,KARMAENG,B,8.25,8.88,8.25,8.8,927,0.08,20,
2080,533167,COROENGG,X,18.0,18.0,17.1,18.0,427,0.07,7,
2081,532916,BVCL,T,11.2,11.2,11.05,11.05,648,0.07,6,
2082,535621,SVGLOBAL,X,39.9,39.9,38.05,39.9,188,0.07,7,
2083,538922,COSYN,X,15.5,17.0,15.5,17.0,397,0.07,11,
2084,539196,AEL,X,12.0,12.0,11.87,11.87,585,0.07,10,
2085,539428,TEJNAKSH,T,42.75,47.0,42.75,47.0,165,0.07,6,
2086,530419,SUMEDHA,X,15.17,15.17,14.43,14.5,442,0.07,4,
2087,526666,BIL,B,89.1,90.9,89.1,90.9,81,0.07,8,
2088,530897,NGIND,X,45.05,46.75,45.05,45.75,150,0.07,4,
2089,530977,SKCIL,X,23.45,25.8,23.45,25.8,310,0.07,2,
2090,531437,PWASML,X,21.75,21.75,18.8,20.65,342,0.07,15,
2091,532365,DSSL,B,17.8,17.85,17.8,17.85,375,0.07,4,
2092,532624,JINDALPHOT,B,12.75,13.19,11.96,13.03,546,0.07,6,
2093,506919,MAKERSL,X,41.0,41.0,40.0,41.0,160,0.07,4,
2094,500155,GARDENSILK,B,6.45,6.45,6.45,6.45,1153,0.07,6,
2095,500284,LORDSCHLO,XT,31.3,32.65,31.3,32.6,200,0.07,7,
2096,500354,RAJSREESUG,B,13.35,13.66,13.15,13.21,537,0.07,11,
2097,511501,BHARAT,X,12.76,12.76,11.91,12.76,583,0.07,19,
2098,511768,MASTERTR,X,12.6,12.6,12.6,12.6,535,0.07,5,
2099,522029,WINDMACHIN,B,13.95,14.28,13.95,14.28,462,0.07,35,
2100,523628,PODDAR,B,155.0,155.0,155.0,155.0,47,0.07,8,
2101,523790,SHUKJEW,P,17.0,17.0,17.0,17.0,400,0.07,1,
2102,526315,DIVSHKT,X,35.25,35.25,35.25,35.25,200,0.07,3,
2103,526640,RAYALEMA,XT,10.5,10.6,10.03,10.5,673,0.07,6,
2104,541741,TINNATFL,X,13.03,13.03,11.8,12.96,520,0.07,7,
2105,541309,IPRU3095,B,7.26,7.26,7.26,7.26,1000,0.07,1,
2106,590109,SHARIABEES,B,250.0,257.0,245.0,245.0,29,0.07,6,
2107,541005,KANCOTEA,X,30.85,30.85,28.75,30.85,206,0.06,6,
2108,524606,BERLDRG,X,4.69,4.7,4.69,4.7,1235,0.06,6,
2109,523489,CMMHOSP,X,12.25,12.86,12.25,12.86,518,0.06,3,
2110,513528,GLITTEKG,X,0.89,0.89,0.89,0.89,7000,0.06,3,
2111,516007,MANGTIMBER,B,6.37,6.37,6.37,6.37,1000,0.06,1,
2112,507598,KLRFM,X,28.3,29.4,28.25,29.4,202,0.06,6,
2113,509692,INDIANCARD,B,90.0,90.0,84.05,88.0,72,0.06,10,
2114,511131,KAMANWALA,X,4.2,4.2,4.2,4.2,1500,0.06,4,
2115,511076,SATINDLTD,X,19.5,19.85,18.3,19.85,302,0.06,6,
2116,504335,PAZEL,X,0.49,0.49,0.45,0.49,13087,0.06,6,
2117,504273,MODULEX,X,13.25,13.25,13.25,13.25,450,0.06,4,
2118,532686,KERNEX,T,12.58,12.58,12.01,12.01,500,0.06,3,
2119,531609,KGPETRO,XT,50.45,51.8,50.45,51.8,128,0.06,5,
2120,530915,JRFOODS,XT,2.16,2.16,2.16,2.16,3001,0.06,14,
2121,530643,ECORECO,X,28.9,28.9,28.1,28.85,201,0.06,3,
2122,539742,SIMBHALS,B,5.67,5.67,5.67,5.67,1005,0.06,3,
2123,539861,SKIL,T,3.84,3.84,3.84,3.84,1465,0.06,7,
2124,539195,POEL,X,19.4,19.4,17.75,17.85,325,0.06,6,
2125,539042,AGIIL,B,42.0,42.0,42.0,42.0,150,0.06,2,
2126,535458,NIBL,B,5.16,5.16,5.16,5.16,1231,0.06,6,
2127,532812,TFL,B,2.78,2.78,2.78,2.78,2200,0.06,2,
2128,533336,DHUNINV,B,163.5,166.0,163.5,164.4,36,0.06,14,
2129,533181,ISFT,T,58.7,58.7,58.7,58.7,110,0.06,2,
2130,533216,TECHNOFAB,B,5.17,5.24,4.94,4.98,900,0.05,8,
2131,539725,GOKULAGRO,B,11.1,11.28,11.1,11.28,452,0.05,20,
2132,530421,KUWERIN,X,3.57,3.57,3.57,3.57,1349,0.05,3,
2133,526737,CORPOCO,X,2.81,2.85,2.81,2.85,1816,0.05,6,
2134,526847,ASHSI,X,8.97,9.41,8.53,9.41,620,0.05,10,
2135,531552,RAGHUTOB,X,2.21,2.21,2.21,2.21,2179,0.05,7,
2136,531471,DUKEOFS,X,5.0,5.0,5.0,5.0,1078,0.05,5,
2137,532694,BARTRONICS,Z,1.48,1.54,1.48,1.54,3580,0.05,13,
2138,531917,TWINSTAR,Z,0.79,0.82,0.79,0.82,5650,0.05,6,
2139,502281,TRIVENIGQ,XT,3.57,3.57,3.24,3.57,1450,0.05,6,
2140,509020,RUCHINFRA,T,6.28,6.28,6.28,6.28,751,0.05,3,
2141,508875,NITINCAST,X,56.65,56.65,56.65,56.65,90,0.05,3,
2142,509051,INDINFO,XT,0.19,0.19,0.19,0.19,25202,0.05,22,
2143,507817,WIREFABR,X,54.9,54.9,54.9,54.9,100,0.05,1,
2144,500426,UTLINDS,XT,8.07,8.85,8.07,8.85,620,0.05,5,
2145,514167,GANECOS,B,176.7,176.7,174.7,174.7,26,0.05,2,
2146,513117,AMFORG,X,1.0,1.0,1.0,1.0,5000,0.05,1,
2147,513305,TERRASCOPE,X,3.25,3.31,3.19,3.3,1424,0.05,10,
2148,511447,SYLPH,X,4.12,4.12,4.12,4.12,1100,0.05,2,
2149,511672,SCANSTL,X,16.5,16.8,15.75,16.1,331,0.05,9,
2150,522163,DIAPOWER,Z,0.54,0.54,0.54,0.54,8846,0.05,8,
2151,521105,OLYMPTX,X,9.15,9.41,9.15,9.41,583,0.05,5,
2152,521109,NAGREEKEXP,B,9.72,9.72,9.72,9.72,500,0.05,2,
2153,524440,CAMEXLTD,X,12.02,12.4,12.02,12.4,400,0.05,6,
2154,524336,SHHARICH,X,17.3,17.3,17.3,17.3,302,0.05,4,
2155,526546,CHOKSILA,X,10.0,10.0,9.8,10.0,510,0.05,3,
2156,526471,WINSOMBR,XT,4.21,4.42,4.08,4.21,1209,0.05,9,
2157,526137,SHETR,X,17.55,17.75,17.55,17.7,299,0.05,3,
2158,524818,DYNAMIND,X,48.65,48.65,40.25,44.1,124,0.05,11,
2159,540642,SALASAR,T,96.8,106.5,96.8,97.3,53,0.05,3,
2160,539982,ASYL,T,10.38,10.86,10.38,10.86,440,0.05,3,
2161,590115,M50,B,97.4,98.02,97.0,97.26,51,0.05,9,
2162,540023,COLORCHIPS,X,10.21,10.21,9.69,10.15,412,0.04,13,
2163,540204,NIDL,XT,12.35,12.35,12.35,12.35,351,0.04,3,
2164,542677,MAHESH,XT,15.2,15.2,15.2,15.2,250,0.04,3,
2165,526247,PREMEXPLQ,B,70.05,70.05,69.7,69.75,58,0.04,6,
2166,526519,ALPINEHOU,X,8.19,8.19,8.0,8.04,452,0.04,5,
2167,524582,TIRUSTA,XT,20.75,22.15,20.7,20.75,209,0.04,10,
2168,523269,ADVANIHOTR,B,41.5,43.0,41.0,41.0,108,0.04,17,
2169,511523,VEERHEALTH,X,5.95,5.95,5.95,5.95,600,0.04,4,
2170,512149,AVANCE,X,0.19,0.19,0.19,0.19,20800,0.04,3,
2171,512463,SHRGLTR,X,1.24,1.24,1.24,1.24,3050,0.04,4,
2172,512608,BHANDHOS,B,0.87,0.9,0.85,0.88,4944,0.04,30,
2173,512589,SITAENT,X,8.38,8.79,7.97,7.97,441,0.04,7,
2174,513687,SPECTRA,X,1.38,1.38,1.38,1.38,2616,0.04,3,
2175,519285,TARAI,XT,5.55,5.64,5.55,5.64,656,0.04,6,
2176,519191,RGRL,X,12.6,12.6,12.6,12.6,329,0.04,1,
2177,517548,STARLITE,XT,3.3,3.3,3.3,3.3,1150,0.04,5,
2178,519566,SIMRAN,X,28.6,28.6,28.6,28.6,139,0.04,4,
2179,500429,UNIPHOS,B,56.15,56.15,56.1,56.1,75,0.04,7,
2180,501314,PRISMX,X,6.85,6.85,6.72,6.72,530,0.04,8,
2181,500029,AUTOLITIND,B,18.5,18.5,17.05,18.1,205,0.04,12,
2182,511108,SHIVTEX,B,79.7,79.7,79.7,79.7,50,0.04,2,
2183,507486,CAPRO,XT,19.6,19.6,19.6,19.6,200,0.04,4,
2184,507525,AMRITCORP,X,600.1,600.2,600.1,600.2,7,0.04,2,
2185,507300,RAVALSUGAR,XT,1847.85,1847.85,1847.85,1847.85,2,0.04,1,
2186,504646,BGWTATO,X,83.25,83.25,83.25,83.25,50,0.04,1,
2187,532097,MUKANDENGG,B,7.94,7.94,7.32,7.88,517,0.04,14,
2188,532160,GUJSTATFIN,T,1.67,1.73,1.67,1.73,2282,0.04,9,
2189,532375,TIPSINDLTD,B,107.25,107.25,103.15,103.15,37,0.04,15,
2190,531454,POLYLINK,X,9.1,9.1,8.4,8.99,450,0.04,17,
2191,531278,ELIXIR,X,29.4,31.4,28.5,28.5,129,0.04,4,
2192,530595,TELECANOR,X,7.95,7.95,7.95,7.95,558,0.04,2,
2193,530609,CARNATIN,X,4.11,4.11,4.1,4.1,1000,0.04,2,
2194,539044,MANAKSTELTD,B,9.1,9.1,9.1,9.1,397,0.04,6,
2195,539176,HAWAENG,XT,17.3,19.05,17.25,19.05,204,0.04,6,
2196,539149,ICSL,X,1.43,1.43,1.43,1.43,2451,0.04,3,
2197,539219,MUL,X,15.9,15.9,15.9,15.9,251,0.04,11,
2198,538564,JAMESWARREN,X,69.1,72.0,68.05,68.05,60,0.04,3,
2199,533163,ARSSINFRA,B,12.45,12.45,11.87,12.14,363,0.04,10,
2200,533108,BTTL,X,4.5,4.5,4.34,4.49,861,0.04,7,
2201,532988,RANEENGINE,B,178.0,185.9,178.0,185.9,25,0.04,2,
2202,533090,EXCEL,B,1.03,1.03,1.01,1.01,2651,0.03,8,
2203,533411,SANGHVIFOR,B,13.87,14.7,13.87,14.7,202,0.03,11,
2204,537536,DENISCHEM,X,34.0,35.8,34.0,35.4,100,0.03,3,
2205,534691,COMCL,B,1.8,1.91,1.8,1.85,1584,0.03,13,
2206,534598,SEPOWER,T,2.59,2.7,2.59,2.7,1171,0.03,8,
2207,533602,LESHAIND,X,1.33,1.33,1.27,1.27,2178,0.03,8,
2208,530677,SUPREME,X,11.2,11.78,10.66,11.67,272,0.03,9,
