,Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,Unnamed: 10
2209,530313,KIMIABL,X,23.6,23.6,22.5,22.5,147,0.03,7,
2210,526965,GUJCRAFT,XT,19.0,19.8,18.1,18.2,155,0.03,3,
2211,526871,INTECCAP,X,15.25,16.0,15.1,16.0,199,0.03,6,
2212,530127,NPRFIN,X,7.25,7.25,7.25,7.25,400,0.03,2,
2213,531297,ARTEFACT,X,28.0,28.0,27.25,27.25,104,0.03,3,
2214,531223,ANJANI,X,11.78,11.8,11.78,11.8,220,0.03,4,
2215,530829,CILSEC,X,9.05,9.48,9.03,9.48,383,0.03,6,
2216,530789,CEEJAY,X,64.15,64.15,61.15,61.15,50,0.03,2,
2217,531680,MAYUR,XT,3.23,3.23,3.2,3.2,1020,0.03,2,
2218,531737,GREENCREST,X,0.5,0.5,0.5,0.5,5625,0.03,10,
2219,532123,BSELINFRA,B,0.86,0.9,0.86,0.9,3407,0.03,6,
2220,532216,HBSTOCK,B,5.99,5.99,5.99,5.99,471,0.03,4,
2221,532007,SHVFL,XT,7.58,7.58,7.58,7.58,350,0.03,1,
2222,531888,REXNORD,X,19.8,19.8,18.75,19.65,151,0.03,9,
2223,531861,JOINDRE,X,15.0,15.0,13.7,14.38,204,0.03,20,
2224,532455,SHALIWIR,XT,4.7,4.7,4.5,4.6,630,0.03,4,
2225,532521,PALRED,B,11.13,11.7,11.13,11.6,235,0.03,15,
2226,506186,GCKL,X,13.17,13.17,12.52,12.53,258,0.03,7,
2227,506105,STANROS,X,83.0,83.0,75.8,75.8,44,0.03,3,
2228,504988,ZWELCAST,X,345.0,345.0,345.0,345.0,10,0.03,1,
2229,507580,IVP,B,34.1,34.1,34.1,34.1,100,0.03,2,
2230,507813,NOL,X,26.55,26.55,26.55,26.55,106,0.03,3,
2231,506734,MYSORPETRO,X,40.05,41.0,40.0,40.75,66,0.03,6,
2232,509709,INTLCONV,B,21.0,22.1,21.0,21.75,125,0.03,19,
2233,500220,JASCH,X,22.0,22.0,21.1,21.8,127,0.03,4,
2234,513063,TRANSFRE,XT,4.4,4.4,4.4,4.4,600,0.03,3,
2235,521200,SURYALAXMI,T,16.2,16.2,16.2,16.2,200,0.03,3,
2236,526409,KKALPANAIND,X,15.49,15.49,13.67,14.64,202,0.03,9,
2237,542682,HARISH,X,21.0,22.95,21.0,21.0,130,0.03,6,
2238,540961,SHIVAMILLS,B,23.0,26.9,23.0,23.5,107,0.03,7,
2239,540254,MTPL,X,16.0,16.0,15.45,15.45,202,0.03,3,
2240,540134,IISL,X,7.7,7.7,7.5,7.5,409,0.03,2,
2241,590075,LAMBODHARA,B,23.45,24.05,23.45,24.0,130,0.03,3,
2242,590043,HARITASEAT,B,381.9,381.9,381.9,381.9,5,0.02,1,
2243,540361,DANUBE,XT,3.07,3.19,3.07,3.19,709,0.02,6,
2244,540901,PRAXIS,B,39.7,39.7,39.7,39.7,47,0.02,4,
2245,526538,MAXIMAA,XT,3.13,3.13,2.85,2.85,638,0.02,8,
2246,524580,PRIYALT,X,9.05,9.1,8.36,8.39,251,0.02,4,
2247,524570,PODARPIGQ,B,144.0,144.0,142.3,142.3,15,0.02,15,
2248,524314,GUJTERC,X,8.55,8.55,8.55,8.55,235,0.02,3,
2249,521141,ADITYASP,XT,3.2,3.2,3.2,3.2,500,0.02,2,
2250,522267,VJLAXMIE,XT,23.6,23.6,23.6,23.6,100,0.02,1,
2251,523260,PEARLPOLY,B,10.55,10.62,10.3,10.3,210,0.02,14,
2252,524038,VENLONENT,X,1.05,1.05,1.04,1.05,1800,0.02,6,
2253,513502,BAROEXT,X,0.19,0.19,0.19,0.19,10000,0.02,2,
2254,512597,KEYFINSER,B,43.95,43.95,43.95,43.95,54,0.02,2,
2255,512587,ZODJRDMKJ,B,25.4,25.4,23.0,24.65,84,0.02,12,
2256,513566,NOVIS,XT,3.0,3.15,2.85,3.1,660,0.02,10,
2257,511533,SAHARAHOUS,X,26.95,26.95,26.0,26.0,60,0.02,3,
2258,511012,YAMNINV,XT,0.19,0.19,0.19,0.19,9667,0.02,16,
2259,516092,3PLAND,B,3.62,3.62,3.62,3.62,500,0.02,1,
2260,517437,DUTRON,XT,121.5,121.55,121.5,121.55,20,0.02,2,
2261,502015,ASIIL,X,8.6,8.6,8.3,8.6,251,0.02,4,
2262,501295,IITL,B,76.95,76.95,76.95,76.95,20,0.02,2,
2263,507828,ANSALHSG,B,3.02,3.14,3.02,3.14,788,0.02,3,
2264,509026,VJTFEDU,XT,52.95,52.95,52.95,52.95,40,0.02,2,
2265,506935,CONTCHM,P,21.75,21.75,21.75,21.75,100,0.02,1,
2266,506194,ASL,B,17.4,17.75,17.4,17.75,120,0.02,3,
2267,504351,EMPOWER,X,0.19,0.19,0.19,0.19,8100,0.02,3,
2268,504908,DUNCANENG,X,91.0,107.9,91.0,98.6,17,0.02,7,
2269,504180,STDBAT,X,3.18,3.18,3.18,3.18,500,0.02,1,
2270,503816,SWADPOL,XT,4.0,4.0,3.99,3.99,510,0.02,2,
2271,531900,CCLINTER,X,3.08,3.08,3.08,3.08,501,0.02,2,
2272,531950,VERTEX,X,0.76,0.76,0.76,0.76,2340,0.02,4,
2273,532378,UNIVARTS,X,0.82,0.82,0.82,0.82,3000,0.02,3,
2274,532398,UMESLTD,B,0.96,0.97,0.96,0.97,2001,0.02,3,
2275,531541,AVONLIFE,Z,2.19,2.19,2.19,2.19,914,0.02,5,
2276,531489,CGVAK,X,29.55,31.0,29.55,30.0,61,0.02,4,
2277,531497,MADHUCON,T,1.75,1.86,1.7,1.86,1248,0.02,7,
2278,531336,AUROCOK,XT,5.29,5.55,5.29,5.55,400,0.02,6,
2279,530991,ROOPAIND,X,7.99,7.99,7.99,7.99,250,0.02,2,
2280,531129,INANI,X,6.6,6.6,6.6,6.6,250,0.02,1,
2281,531091,UNITDCR,X,12.9,12.9,12.45,12.9,130,0.02,13,
2282,531254,OPTIFIN,X,20.05,20.05,20.05,20.05,100,0.02,1,
2283,530433,SHIVAAGRO,X,16.25,16.25,16.0,16.0,100,0.02,2,
2284,534338,MAXHEIGHTS,X,11.2,11.3,11.2,11.3,215,0.02,3,
2285,536672,VCU,T,1.9,1.9,1.9,1.9,1000,0.02,1,
2286,537483,NETFNIF100,B,107.79,107.79,107.48,107.48,21,0.02,3,
2287,538452,QUASAR,XT,11.1,11.54,11.1,11.54,203,0.02,8,
2288,537840,RAUNAQEPC,XT,22.15,22.15,20.05,20.1,87,0.02,4,
2289,538557,SAIBABA,X,1.33,1.33,1.33,1.33,1249,0.02,8,
2290,538733,STARLIT,T,10.2,10.2,10.2,10.2,150,0.02,1,
2291,539251,BALKRISHNA,B,11.2,11.74,11.2,11.25,190,0.02,17,
2292,539275,MSL,T,53.2,53.25,53.2,53.25,29,0.02,2,
2293,539278,SYMBIOX,X,0.39,0.39,0.37,0.37,4543,0.02,7,
2294,539040,TTIL,X,0.59,0.61,0.59,0.61,3000,0.02,2,
2295,538992,SAPL,X,339.0,339.0,339.0,339.0,5,0.02,1,
2296,533393,TCIDEVELOP,B,292.25,292.25,292.25,292.25,7,0.02,2,
2297,533208,EMAMIPAP,B,73.0,73.0,72.05,72.05,26,0.02,7,
2298,533029,ALKALI,B,43.2,43.2,42.25,42.6,44,0.02,4,
2299,532975,AISHWARYA,Z,1.92,1.92,1.92,1.92,900,0.02,4,
2300,532766,RICHAIND,Z,0.36,0.37,0.36,0.37,5104,0.02,4,
2301,532807,CINELINE,B,21.55,21.55,21.0,21.0,55,0.01,3,
2302,532994,ARCHIDPLY,B,20.05,20.8,19.35,19.35,50,0.01,9,
2303,533110,SPSL,X,3.4,3.57,3.4,3.4,211,0.01,7,
2304,533284,RPPINFRA,B,45.25,45.25,44.75,44.75,14,0.01,2,
2305,533265,GALLISPAT,B,25.55,25.55,24.85,24.85,58,0.01,2,
2306,533407,CNOVAPETRO,B,4.91,4.91,4.91,4.91,105,0.01,1,
2307,533506,INVENTURE,B,11.35,11.95,11.0,11.2,111,0.01,7,
2308,533301,SPYL,T,0.35,0.35,0.35,0.35,2500,0.01,1,
2309,533306,SUMMITSEC,B,297.0,297.0,297.0,297.0,2,0.01,1,
2310,539252,SCFL,B,3.6,3.62,3.6,3.62,150,0.01,2,
2311,539291,OZONEWORLD,X,76.8,76.8,76.8,76.8,10,0.01,1,
2312,539837,RPEL,T,119.7,119.7,117.95,117.95,11,0.01,2,
2313,539408,KUBERJI,X,0.54,0.54,0.54,0.54,1000,0.01,1,
2314,539383,MINFY,Z,1.25,1.31,1.25,1.31,394,0.01,3,
2315,539479,GTV,X,22.75,22.75,22.75,22.75,50,0.01,1,
2316,539545,APOORVA,X,15.0,15.0,14.45,14.45,70,0.01,3,
2317,539593,SHIVA,X,1.8,1.8,1.8,1.8,517,0.01,1,
2318,538180,GOLDLINE,XT,0.27,0.27,0.26,0.27,4190,0.01,9,
2319,538212,SHARPINV,X,0.23,0.23,0.23,0.23,2820,0.01,3,
2320,535566,KIFS,X,69.35,69.35,69.25,69.25,12,0.01,2,
2321,535657,OONE,X,1.41,1.41,1.41,1.41,1000,0.01,1,
2322,534680,SRGHFL,B,49.0,49.0,47.35,47.35,16,0.01,6,
2323,530427,CHOKSI,X,12.95,12.95,12.95,12.95,89,0.01,2,
2324,530393,DBSTOCKBRO,B,7.63,7.63,7.63,7.63,100,0.01,2,
2325,530259,INTSTOIL,X,6.81,6.81,6.81,6.81,102,0.01,4,
2326,530191,CHROMATIC,B,0.54,0.55,0.54,0.55,2128,0.01,5,
2327,530709,GOWRALE,XT,14.3,15.01,14.3,15.01,76,0.01,2,
2328,530109,ANUPAM,X,11.88,11.88,11.88,11.88,101,0.01,3,
2329,530169,MOHITPPR,X,4.41,4.41,4.41,4.41,200,0.01,2,
2330,530045,TITANSEC,X,3.3,3.47,3.1,3.36,379,0.01,7,
2331,526971,DHOOTIN,X,12.0,12.0,12.0,12.0,100,0.01,2,
2332,526921,21STCENMGM,B,11.22,11.22,11.22,11.22,50,0.01,2,
2333,526727,GARNET,X,8.53,8.53,8.53,8.53,171,0.01,2,
2334,526721,NICCOPAR,XT,26.05,26.05,26.05,26.05,50,0.01,2,
2335,531172,PRANAVSP,X,13.7,13.7,13.7,13.7,50,0.01,1,
2336,531196,GAGANPO,X,2.0,2.0,2.0,2.0,701,0.01,2,
2337,531043,ZDHJERK,XT,5.19,5.19,5.19,5.19,111,0.01,1,
2338,531067,CONTILI,X,5.5,5.5,5.5,5.5,150,0.01,1,
2339,530953,SUNILAGR,X,26.65,26.65,26.6,26.6,30,0.01,3,
2340,531398,SOURCENTRL,X,48.6,52.9,48.6,48.6,16,0.01,3,
2341,531404,ZICOM,B,1.28,1.28,1.28,1.28,745,0.01,1,
2342,531409,ALCHCORP,X,8.42,8.42,8.0,8.0,102,0.01,2,
2343,531449,GRMOVER,X,155.0,162.95,155.0,160.45,7,0.01,4,
2344,531574,VASINFRA,X,3.82,3.82,3.82,3.82,222,0.01,4,
2345,531591,BAMPSL,XT,0.85,0.86,0.85,0.86,1440,0.01,6,
2346,532392,CREATIVEYE,B,1.31,1.31,1.31,1.31,841,0.01,2,
2347,532330,BIOPAC,X,2.4,2.4,2.36,2.36,250,0.01,7,
2348,532340,OMNIAX,X,1.85,1.85,1.85,1.85,300,0.01,1,
2349,532290,BLBLIMITED,B,3.25,3.45,3.25,3.45,201,0.01,2,
2350,532124,RELIABVEN,X,8.93,9.37,8.93,9.37,101,0.01,2,
2351,532145,HOTLSILV,X,4.72,4.72,4.72,4.72,240,0.01,3,
2352,531962,SHREMETAL,XT,11.4,11.95,11.4,11.95,50,0.01,2,
2353,531867,UNITINT,X,5.45,5.45,5.45,5.45,150,0.01,3,
2354,532090,VANDANA,XT,0.29,0.29,0.29,0.29,2504,0.01,2,
2355,532687,REPRO,B,355.6,355.6,354.1,354.1,3,0.01,2,
2356,504008,EMCO,Z,0.96,0.96,0.96,0.96,1300,0.01,4,
2357,503641,ZODIACVEN,XT,11.5,11.5,11.5,11.5,111,0.01,5,
2358,502445,CITADEL,X,10.17,10.7,10.17,10.7,113,0.01,2,
2359,502448,ROLLT,T,1.19,1.19,1.19,1.19,701,0.01,1,
2360,504220,WSIND,B,1.32,1.32,1.32,1.32,498,0.01,1,
2361,504673,UNIVPRIM,XT,1.81,1.81,1.81,1.81,527,0.01,2,
2362,504697,GALADA,XT,0.54,0.54,0.54,0.54,2660,0.01,4,
2363,506184,KANANIIND,T,2.26,2.26,2.26,2.26,244,0.01,1,
2364,506605,POLYCHEM,X,280.0,280.0,280.0,280.0,3,0.01,2,
2365,507609,OLYOI,XT,46.3,46.3,46.3,46.3,25,0.01,1,
2366,509449,BHAGWOX,XT,9.03,9.03,9.03,9.03,154,0.01,3,
2367,511153,ANJANIFOODS,XT,11.27,11.27,11.27,11.27,75,0.01,2,
2368,511000,MADHUSE,XT,3.45,3.45,3.4,3.4,300,0.01,3,
2369,502250,LERTHAI,XT,214.0,214.0,214.0,214.0,6,0.01,1,
2370,501848,GLOBOFFS,B,2.92,3.23,2.92,3.23,273,0.01,2,
2371,500422,TRANSCHEM,X,9.76,9.76,9.76,9.76,100,0.01,3,
2372,500370,SALORAINTL,X,12.25,12.25,12.25,12.25,50,0.01,1,
2373,500192,PRAGBOS,XT,2.07,2.24,2.07,2.24,394,0.01,5,
2374,500016,ARUNAHTEL,XT,6.9,7.0,6.9,7.0,101,0.01,2,
2375,500058,BIHSPONG,XT,0.48,0.5,0.48,0.5,2180,0.01,5,
2376,517356,ACIIN,X,0.25,0.25,0.25,0.25,3501,0.01,4,
2377,514302,VIPPYSP,X,36.65,37.0,36.65,36.65,28,0.01,3,
2378,521018,MARALOVER,B,11.17,11.17,11.17,11.17,100,0.01,1,
2379,521034,SOMATEX,B,2.0,2.0,2.0,2.0,550,0.01,2,
2380,519152,VADILENT,XT,819.0,819.0,819.0,819.0,1,0.01,1,
2381,519238,SPTRSHI,XT,4.9,4.9,4.9,4.9,111,0.01,2,
2382,511559,TIMESGTY,B,18.9,20.45,18.9,20.45,46,0.01,2,
2383,511355,INDCEMCAP,X,2.45,2.45,2.45,2.45,501,0.01,1,
2384,512493,GARNETINT,X,24.1,26.35,24.1,26.35,40,0.01,3,
2385,512393,SHARDUL,X,33.1,35.0,33.1,35.0,38,0.01,2,
2386,512229,VERITAS,XT,30.6,30.6,30.6,30.6,35,0.01,1,
2387,511728,KZLFIN,X,6.36,6.36,6.36,6.36,101,0.01,2,
2388,514142,TTL,B,28.0,28.0,28.0,28.0,50,0.01,4,
2389,513472,SIMPLEXCAS,X,23.1,23.1,23.1,23.1,49,0.01,1,
2390,523736,DVL,B,50.55,50.55,50.55,50.55,11,0.01,1,
2391,522237,SHIVAGR,XT,5.15,5.15,5.15,5.15,200,0.01,1,
2392,522650,BEMHY,X,83.6,83.6,80.0,80.0,16,0.01,2,
2393,524488,SVCIND,XT,1.1,1.1,1.0,1.0,1197,0.01,7,
2394,524640,ARCHITORG,XT,10.5,10.5,10.5,10.5,119,0.01,2,
2395,524661,WELCURE,X,0.54,0.54,0.5,0.5,1302,0.01,6,
2396,526622,MFLINDIA,XT,0.19,0.19,0.19,0.19,4301,0.01,8,
2397,526441,VISIONCINE,X,0.75,0.75,0.75,0.75,760,0.01,3,
2398,526481,PHOENXINTL,XT,8.1,8.1,8.1,8.1,89,0.01,1,
2399,526407,RPIL,X,9.29,9.29,9.29,9.29,100,0.01,2,
2400,526217,HITECHCORP,B,65.0,65.0,65.0,65.0,10,0.01,1,
2401,524758,WINTAC,X,175.3,180.0,175.3,180.0,3,0.01,3,
2402,540648,PALASHSEC,B,18.4,18.4,18.35,18.35,39,0.01,2,
2403,540154,IDFSENSEXE,B,311.05,320.01,311.05,320.01,2,0.01,2,
2404,540027,PTIL,T,345.05,345.05,344.65,344.65,2,0.01,2,
2405,541890,SPACEINCUBA,XT,0.27,0.28,0.27,0.28,2075,0.01,9,
2406,542513,UTISXN50,B,282.85,293.9,282.85,290.22,3,0.01,3,
2407,542847,NIESSPL,B,0.69,0.69,0.69,0.69,1492,0.01,2,
2408,542863,ABSLBANETF,B,190.0,198.0,182.0,182.5,5,0.01,5,
2409,543150,08GPG,B,0.06,0.06,0.06,0.06,1492,0.0,1,
2410,542367,XELPMOC,B,43.0,44.5,43.0,44.5,2,0.0,2,
2411,542627,CHANDNIMACH,X,3.6,3.6,3.6,3.6,100,0.0,1,
2412,542670,ARTEMISELC,B,114.0,114.0,114.0,114.0,1,0.0,1,
2413,542685,DGCONTENT,B,4.74,4.74,4.74,4.74,100,0.0,1,
2414,541985,NIOSAD,B,7.97,7.97,7.97,7.97,59,0.0,1,
2415,542206,NIVAKA,X,10.2,10.2,10.2,10.2,1,0.0,1,
2416,541735,VIVANTA,X,2.94,2.94,2.94,2.94,40,0.0,2,
2417,541809,ICICINXT50,B,25.21,25.21,25.21,25.21,2,0.0,1,
2418,541804,IPRU3168,B,7.47,7.47,7.47,7.47,50,0.0,1,
2419,540080,NARAYANI,T,21.35,21.35,20.0,20.95,15,0.0,4,
2420,540135,ARCFIN,X,0.25,0.25,0.25,0.25,1,0.0,1,
2421,540311,JITFINFRA,T,3.91,4.12,3.91,4.12,122,0.0,2,
2422,540181,SALEM,XT,1.89,1.89,1.89,1.89,2,0.0,1,
2423,540570,VARIMAN,X,12.91,12.91,12.91,12.91,5,0.0,1,
2424,540800,DACEFRDP,B,9.0,9.0,9.0,9.0,5,0.0,1,
2425,540789,DNAMEDIA,B,0.39,0.39,0.39,0.39,778,0.0,2,
2426,590056,SALONACOT,B,52.3,52.3,52.0,52.1,4,0.0,3,
2427,524727,SDL,X,10.5,10.5,10.5,10.5,5,0.0,1,
2428,526043,POLYCHMP,X,23.0,23.0,23.0,23.0,10,0.0,1,
2429,526193,ROYALCU,XT,3.89,3.89,3.89,3.89,11,0.0,1,
2430,526251,MIDEASTP,X,7.99,7.99,7.99,7.99,3,0.0,3,
2431,526133,SUPERTEX,X,1.5,1.5,1.5,1.5,200,0.0,2,
2432,526335,SHREYASI,XT,2.6,2.6,2.6,2.6,1,0.0,1,
2433,526479,SKYIND,X,25.0,25.0,25.0,25.0,4,0.0,2,
2434,526506,SYSTMTXC,X,33.05,33.05,33.0,33.05,6,0.0,2,
2435,524748,LINKPH,X,14.92,14.92,14.92,14.92,5,0.0,1,
2436,524614,INDXTRA,XT,1.57,1.57,1.57,1.57,1,0.0,1,
2437,524400,ISHITADR,X,14.9,14.9,14.9,14.9,1,0.0,1,
2438,524080,HARLETH,XT,18.8,18.8,18.8,18.8,20,0.0,1,
2439,522209,YOGISUNG,XT,1.76,1.76,1.76,1.76,25,0.0,1,
2440,522183,ITL,X,47.9,47.9,47.85,47.85,4,0.0,2,
2441,521151,DHANFAB,X,17.0,17.0,17.0,17.0,3,0.0,1,
2442,521167,FRONTBUSS,XT,0.63,0.63,0.63,0.63,1,0.0,1,
2443,521182,SEASONF,X,2.29,2.29,2.29,2.29,2,0.0,1,
2444,521222,SANBLUE,X,5.7,5.7,5.7,5.7,25,0.0,1,
2445,521234,SRINACHA,X,10.34,10.34,10.34,10.34,3,0.0,1,
2446,521244,CHITRTX,XT,1.3,1.3,1.3,1.3,3,0.0,2,
2447,523832,MUKATPIP,X,0.89,0.89,0.89,0.89,201,0.0,2,
2448,523732,ECOBOAR,X,3.92,3.92,3.92,3.92,100,0.0,1,
2449,523384,MAHAPEXLTD,T,55.1,55.1,55.1,55.1,1,0.0,1,
2450,523419,TNTELE,T,1.88,1.88,1.78,1.78,142,0.0,7,
2451,523558,NETWORK,XT,1.0,1.0,1.0,1.0,19,0.0,1,
2452,513043,REMIEDEL,X,16.85,16.85,16.85,16.85,15,0.0,1,
2453,513059,GSAUTO,X,4.47,4.47,4.26,4.26,35,0.0,2,
2454,514175,VARDMNPOLY,B,3.05,3.05,3.05,3.05,150,0.0,1,
2455,513513,ADITYA,X,3.67,3.67,3.67,3.67,24,0.0,1,
2456,513729,AROGRANITE,B,22.45,22.45,22.45,22.45,3,0.0,1,
2457,511736,USHDI,X,0.21,0.21,0.21,0.21,714,0.0,2,
2458,512093,CRANESSOFT,X,0.59,0.59,0.57,0.57,810,0.0,4,
2459,512499,SHALPRO,X,0.49,0.49,0.49,0.49,280,0.0,4,
2460,511391,INTRGLB,X,7.48,7.48,7.48,7.48,20,0.0,1,
2461,511525,PANINDIAC,XT,0.19,0.19,0.19,0.19,101,0.0,3,
2462,511413,CREST,B,60.0,60.0,57.0,57.0,8,0.0,2,
2463,511549,MORARKFI,X,21.5,21.5,21.5,21.5,2,0.0,2,
2464,511593,LIBORDFIN,X,3.9,3.9,3.9,3.9,5,0.0,1,
2465,511654,SUGALDAM,X,5.63,5.63,5.63,5.63,1,0.0,1,
2466,511628,IMCAP,X,22.5,22.5,22.5,22.5,13,0.0,1,
2467,519003,MODINATUR,X,22.5,22.5,22.5,22.5,11,0.0,1,
2468,519262,PRIMAGR,XT,6.87,6.87,6.87,6.87,21,0.0,1,
2469,519319,JATALIA,XT,3.18,3.18,3.18,3.18,1,0.0,1,
2470,520127,BALTE,X,5.74,5.74,5.74,5.74,49,0.0,1,
2471,519491,OCEAGRO,X,21.85,23.4,21.85,22.45,15,0.0,3,
2472,514330,OBRSESY,X,3.11,3.11,3.11,3.11,99,0.0,2,
2473,514358,EVERLON,X,12.21,12.21,12.21,12.21,2,0.0,2,
2474,514360,KRRAIL,XT,31.35,31.35,31.35,31.35,2,0.0,2,
2475,516110,SCANDENT,X,13.66,13.66,13.66,13.66,7,0.0,1,
2476,515127,RAMASIGNS,X,2.1,2.32,2.1,2.32,202,0.0,3,
2477,517393,VINTRON,XT,0.5,0.5,0.5,0.5,398,0.0,1,
2478,517415,LEENEE,X,0.86,0.86,0.86,0.86,200,0.0,1,
2479,517463,LINAKS,XT,0.36,0.36,0.35,0.35,400,0.0,2,
2480,517119,PCS,X,1.94,2.12,1.94,2.12,105,0.0,3,
2481,500014,UTIQUE,X,0.85,0.85,0.85,0.85,457,0.0,4,
2482,500143,PHCAP,X,21.5,21.5,21.5,21.5,1,0.0,1,
2483,500202,INDLEASE,X,6.55,6.55,6.55,6.55,11,0.0,1,
2484,500160,GTL,T,1.12,1.12,1.12,1.12,21,0.0,2,
2485,500399,STEELCO,XT,1.2,1.21,1.2,1.21,343,0.0,5,
2486,500540,PREMIER,B,1.35,1.35,1.35,1.35,79,0.0,1,
2487,509835,PREMSYN,X,1.91,1.91,1.91,1.91,250,0.0,2,
2488,509760,MODRNSH,X,6.1,6.1,6.1,6.1,5,0.0,1,
2489,509053,BANASFN,X,0.57,0.57,0.57,0.57,1,0.0,1,
2490,508963,STRLGUA,XT,6.18,6.18,6.18,6.18,11,0.0,1,
2491,508969,SULABEN,X,0.44,0.44,0.44,0.44,900,0.0,1,
2492,509148,GOVINDRU,Z,1.55,1.55,1.55,1.55,49,0.0,1,
2493,507872,ASHNOOR,XT,9.03,9.03,9.03,9.03,1,0.0,1,
2494,506128,PARNAXLAB,X,19.0,19.0,19.0,19.0,11,0.0,2,
2495,505712,HIMTEK,X,34.7,34.7,34.7,34.7,4,0.0,1,
2496,505840,JAIPAN,X,9.35,9.35,8.49,9.24,31,0.0,6,
2497,505650,SKYLMILAR,X,2.52,2.52,2.52,2.52,2,0.0,1,
2498,505523,MAHACORP,X,0.17,0.17,0.17,0.17,200,0.0,2,
2499,504340,CONFINT,X,0.62,0.62,0.62,0.62,1,0.0,1,
2500,504392,KRISHNA,XT,16.01,16.01,16.01,16.01,1,0.0,1,
2501,504810,INFORTEC,X,6.32,6.32,6.32,6.32,3,0.0,1,
2502,504076,JYOTI,X,6.98,6.98,6.98,6.98,1,0.0,1,
2503,503015,MODERN,X,36.1,36.5,36.1,36.5,11,0.0,2,
2504,503691,SAHARA,X,9.36,9.36,9.36,9.36,9,0.0,3,
2505,532731,ROHITFERRO,B,0.55,0.55,0.55,0.55,212,0.0,1,
2506,532650,MSPL,B,3.75,3.75,3.75,3.75,5,0.0,1,
2507,532604,SALSTEEL,T,2.0,2.02,2.0,2.02,200,0.0,2,
2508,532444,TSPIRITUAL,X,0.34,0.34,0.34,0.34,201,0.0,2,
2509,532467,HAZOOR,X,0.48,0.48,0.48,0.48,94,0.0,1,
2510,532470,MPFSL,XT,5.1,5.1,5.1,5.1,1,0.0,1,
2511,532100,INDOCITY,X,1.26,1.26,1.26,1.26,100,0.0,1,
2512,532102,SBECSUG,X,4.2,4.41,4.2,4.41,52,0.0,2,
2513,532114,AREALTY,X,0.91,0.91,0.91,0.91,50,0.0,1,
2514,532035,UNISTRMU,X,1.25,1.25,1.25,1.25,30,0.0,1,
2515,531996,ODYCORP,X,0.73,0.73,0.73,0.73,450,0.0,1,
2516,531881,GMETCOAL,XT,7.7,7.7,7.7,7.7,12,0.0,1,
2517,531923,DHAMPURE,X,10.37,10.37,10.37,10.37,2,0.0,2,
2518,532056,ADIEXRE,XT,5.5,5.5,5.5,5.5,1,0.0,1,
2519,532183,GAYATRI,X,0.76,0.77,0.76,0.77,155,0.0,5,
2520,532230,BENGALT,XT,19.95,19.95,19.95,19.95,3,0.0,1,
2521,532379,FIRSTOBJ,X,1.71,1.71,1.71,1.71,25,0.0,1,
2522,532350,PADMALAYAT,XT,2.06,2.06,2.06,2.06,50,0.0,2,
2523,532359,HITKITGLO,X,0.19,0.19,0.19,0.19,20,0.0,2,
2524,532362,NAGPI,X,36.25,38.0,36.25,38.0,11,0.0,2,
2525,531624,COUNCODOS,B,1.1,1.1,1.1,1.1,5,0.0,1,
2526,531626,OROSMITHS,X,2.1,2.1,2.0,2.0,151,0.0,2,
2527,531752,SUNTECHNO,XT,0.19,0.19,0.19,0.19,1120,0.0,4,
2528,531842,LAHOTIOV,X,8.9,8.9,8.5,8.5,17,0.0,4,
2529,531845,ZENITHBIR,B,0.42,0.42,0.42,0.42,550,0.0,2,
2530,531453,MOHITIND,B,3.09,3.09,3.09,3.09,74,0.0,2,
2531,531413,KIRANPR,X,3.85,3.85,3.85,3.85,44,0.0,1,
2532,531499,SYBLY,X,1.26,1.26,1.26,1.26,132,0.0,4,
2533,531525,ACESOFT,X,13.45,13.45,13.45,13.45,1,0.0,1,
2534,531411,TUNITEX,X,0.19,0.19,0.19,0.19,550,0.0,2,
2535,531381,ARIHANT,B,14.0,14.0,14.0,14.0,5,0.0,1,
2536,531359,SRAMSET,X,61.4,61.4,56.1,58.05,5,0.0,4,
2537,531364,PARAMONE,X,10.55,10.55,10.55,10.55,3,0.0,1,
2538,531340,BERVINL,XT,10.44,10.44,10.44,10.44,29,0.0,3,
2539,530973,ALFAICA,XT,21.4,21.4,21.4,21.4,10,0.0,1,
2540,530997,UNIQUEO,X,3.39,3.73,3.39,3.73,8,0.0,3,
2541,531080,SHRIKRISH,X,26.0,26.0,26.0,26.0,5,0.0,1,
2542,531083,NIHARINF,X,5.2,5.2,5.04,5.04,21,0.0,2,
2543,531319,MARUTISE,X,1.59,1.59,1.59,1.59,21,0.0,1,
2544,531322,HAVISHA,T,0.51,0.51,0.51,0.51,300,0.0,1,
2545,531328,KRETTOSYS,XT,3.83,3.83,3.83,3.83,5,0.0,1,
2546,531281,PGINDST,X,2.5,2.5,2.5,2.5,49,0.0,2,
2547,531241,LINCPENQ,B,140.25,140.25,140.25,140.25,1,0.0,1,
2548,526662,ARENTERP,B,13.12,13.12,13.12,13.12,3,0.0,1,
2549,526707,ALCHEM,T,4.65,4.65,4.65,4.65,91,0.0,2,
2550,526717,GOPALA,Z,3.05,3.05,3.05,3.05,1,0.0,1,
2551,530063,YASHRAJC,X,2.95,2.95,2.95,2.95,100,0.0,2,
2552,530177,SPSINT,X,11.0,11.0,11.0,11.0,10,0.0,1,
