Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
540134,IISL,X,7.70,7.70,7.50,7.50,409,0.03,2,
590075,LAMBODHARA,B,23.45,24.05,23.45,24.00,130,0.03,3,
590043,HARITASEAT,B,381.90,381.90,381.90,381.90,5,0.02,1,
540361,DANUBE,XT,3.07,3.19,3.07,3.19,709,0.02,6,
540901,PRAXIS,B,39.70,39.70,39.70,39.70,47,0.02,4,
526538,MAXIMAA,XT,3.13,3.13,2.85,2.85,638,0.02,8,
524580,PRIYALT,X,9.05,9.10,8.36,8.39,251,0.02,4,
524570,PODARPIGQ,B,144.00,144.00,142.30,142.30,15,0.02,15,
524314,GUJTERC,X,8.55,8.55,8.55,8.55,235,0.02,3,
521141,ADITYASP,XT,3.20,3.20,3.20,3.20,500,0.02,2,
522267,VJLAXMIE,XT,23.60,23.60,23.60,23.60,100,0.02,1,
523260,PEARLPOLY,B,10.55,10.62,10.30,10.30,210,0.02,14,
524038,VENLONENT,X,1.05,1.05,1.04,1.05,1800,0.02,6,
513502,BAROEXT,X,0.19,0.19,0.19,0.19,10000,0.02,2,
512597,KEYFINSER,B,43.95,43.95,43.95,43.95,54,0.02,2,
512587,ZODJRDMKJ,B,25.40,25.40,23.00,24.65,84,0.02,12,
513566,NOVIS,XT,3.00,3.15,2.85,3.10,660,0.02,10,
511533,SAHARAHOUS,X,26.95,26.95,26.00,26.00,60,0.02,3,
511012,YAMNINV,XT,0.19,0.19,0.19,0.19,9667,0.02,16,
516092,3PLAND,B,3.62,3.62,3.62,3.62,500,0.02,1,
517437,DUTRON,XT,121.50,121.55,121.50,121.55,20,0.02,2,
502015,ASIIL,X,8.60,8.60,8.30,8.60,251,0.02,4,
501295,IITL,B,76.95,76.95,76.95,76.95,20,0.02,2,
507828,ANSALHSG,B,3.02,3.14,3.02,3.14,788,0.02,3,
509026,VJTFEDU,XT,52.95,52.95,52.95,52.95,40,0.02,2,
506935,CONTCHM,P,21.75,21.75,21.75,21.75,100,0.02,1,
506194,ASL,B,17.40,17.75,17.40,17.75,120,0.02,3,
504351,EMPOWER,X,0.19,0.19,0.19,0.19,8100,0.02,3,
504908,DUNCANENG,X,91.00,107.90,91.00,98.60,17,0.02,7,
504180,STDBAT,X,3.18,3.18,3.18,3.18,500,0.02,1,
503816,SWADPOL,XT,4.00,4.00,3.99,3.99,510,0.02,2,
531900,CCLINTER,X,3.08,3.08,3.08,3.08,501,0.02,2,
531950,VERTEX,X,0.76,0.76,0.76,0.76,2340,0.02,4,
532378,UNIVARTS,X,0.82,0.82,0.82,0.82,3000,0.02,3,
532398,UMESLTD,B,0.96,0.97,0.96,0.97,2001,0.02,3,
531541,AVONLIFE,Z,2.19,2.19,2.19,2.19,914,0.02,5,
531489,CGVAK,X,29.55,31.00,29.55,30.00,61,0.02,4,
531497,MADHUCON,T,1.75,1.86,1.70,1.86,1248,0.02,7,
531336,AUROCOK,XT,5.29,5.55,5.29,5.55,400,0.02,6,
530991,ROOPAIND,X,7.99,7.99,7.99,7.99,250,0.02,2,
531129,INANI,X,6.60,6.60,6.60,6.60,250,0.02,1,
531091,UNITDCR,X,12.90,12.90,12.45,12.90,130,0.02,13,
531254,OPTIFIN,X,20.05,20.05,20.05,20.05,100,0.02,1,
530433,SHIVAAGRO,X,16.25,16.25,16.00,16.00,100,0.02,2,
534338,MAXHEIGHTS,X,11.20,11.30,11.20,11.30,215,0.02,3,
536672,VCU,T,1.90,1.90,1.90,1.90,1000,0.02,1,
537483,NETFNIF100,B,107.79,107.79,107.48,107.48,21,0.02,3,
538452,QUASAR,XT,11.10,11.54,11.10,11.54,203,0.02,8,
537840,RAUNAQEPC,XT,22.15,22.15,20.05,20.10,87,0.02,4,
538557,SAIBABA,X,1.33,1.33,1.33,1.33,1249,0.02,8,
538733,STARLIT,T,10.20,10.20,10.20,10.20,150,0.02,1,
539251,BALKRISHNA,B,11.20,11.74,11.20,11.25,190,0.02,17,
539275,MSL,T,53.20,53.25,53.20,53.25,29,0.02,2,
539278,SYMBIOX,X,0.39,0.39,0.37,0.37,4543,0.02,7,
539040,TTIL,X,0.59,0.61,0.59,0.61,3000,0.02,2,
538992,SAPL,X,339.00,339.00,339.00,339.00,5,0.02,1,
533393,TCIDEVELOP,B,292.25,292.25,292.25,292.25,7,0.02,2,
533208,EMAMIPAP,B,73.00,73.00,72.05,72.05,26,0.02,7,
533029,ALKALI,B,43.20,43.20,42.25,42.60,44,0.02,4,
532975,AISHWARYA,Z,1.92,1.92,1.92,1.92,900,0.02,4,
532766,RICHAIND,Z,0.36,0.37,0.36,0.37,5104,0.02,4,
532807,CINELINE,B,21.55,21.55,21.00,21.00,55,0.01,3,
532994,ARCHIDPLY,B,20.05,20.80,19.35,19.35,50,0.01,9,
533110,SPSL,X,3.40,3.57,3.40,3.40,211,0.01,7,
533284,RPPINFRA,B,45.25,45.25,44.75,44.75,14,0.01,2,
533265,GALLISPAT,B,25.55,25.55,24.85,24.85,58,0.01,2,
533407,CNOVAPETRO,B,4.91,4.91,4.91,4.91,105,0.01,1,
533506,INVENTURE,B,11.35,11.95,11.00,11.20,111,0.01,7,
533301,SPYL,T,0.35,0.35,0.35,0.35,2500,0.01,1,
533306,SUMMITSEC,B,297.00,297.00,297.00,297.00,2,0.01,1,
539252,SCFL,B,3.60,3.62,3.60,3.62,150,0.01,2,
539291,OZONEWORLD,X,76.80,76.80,76.80,76.80,10,0.01,1,
539837,RPEL,T,119.70,119.70,117.95,117.95,11,0.01,2,
539408,KUBERJI,X,0.54,0.54,0.54,0.54,1000,0.01,1,
539383,MINFY,Z,1.25,1.31,1.25,1.31,394,0.01,3,
539479,GTV,X,22.75,22.75,22.75,22.75,50,0.01,1,
539545,APOORVA,X,15.00,15.00,14.45,14.45,70,0.01,3,
539593,SHIVA,X,1.80,1.80,1.80,1.80,517,0.01,1,
538180,GOLDLINE,XT,0.27,0.27,0.26,0.27,4190,0.01,9,
538212,SHARPINV,X,0.23,0.23,0.23,0.23,2820,0.01,3,
535566,KIFS,X,69.35,69.35,69.25,69.25,12,0.01,2,
535657,OONE,X,1.41,1.41,1.41,1.41,1000,0.01,1,
534680,SRGHFL,B,49.00,49.00,47.35,47.35,16,0.01,6,
530427,CHOKSI,X,12.95,12.95,12.95,12.95,89,0.01,2,
530393,DBSTOCKBRO,B,7.63,7.63,7.63,7.63,100,0.01,2,
530259,INTSTOIL,X,6.81,6.81,6.81,6.81,102,0.01,4,
530191,CHROMATIC,B,0.54,0.55,0.54,0.55,2128,0.01,5,
530709,GOWRALE,XT,14.30,15.01,14.30,15.01,76,0.01,2,
530109,ANUPAM,X,11.88,11.88,11.88,11.88,101,0.01,3,
530169,MOHITPPR,X,4.41,4.41,4.41,4.41,200,0.01,2,
530045,TITANSEC,X,3.30,3.47,3.10,3.36,379,0.01,7,
526971,DHOOTIN,X,12.00,12.00,12.00,12.00,100,0.01,2,
526921,21STCENMGM,B,11.22,11.22,11.22,11.22,50,0.01,2,
526727,GARNET,X,8.53,8.53,8.53,8.53,171,0.01,2,
526721,NICCOPAR,XT,26.05,26.05,26.05,26.05,50,0.01,2,
531172,PRANAVSP,X,13.70,13.70,13.70,13.70,50,0.01,1,
531196,GAGANPO,X,2.00,2.00,2.00,2.00,701,0.01,2,
531043,ZDHJERK,XT,5.19,5.19,5.19,5.19,111,0.01,1,
531067,CONTILI,X,5.50,5.50,5.50,5.50,150,0.01,1,
530953,SUNILAGR,X,26.65,26.65,26.60,26.60,30,0.01,3,
531398,SOURCENTRL,X,48.60,52.90,48.60,48.60,16,0.01,3,
531404,ZICOM,B,1.28,1.28,1.28,1.28,745,0.01,1,
531409,ALCHCORP,X,8.42,8.42,8.00,8.00,102,0.01,2,
531449,GRMOVER,X,155.00,162.95,155.00,160.45,7,0.01,4,
531574,VASINFRA,X,3.82,3.82,3.82,3.82,222,0.01,4,
531591,BAMPSL,XT,0.85,0.86,0.85,0.86,1440,0.01,6,
532392,CREATIVEYE,B,1.31,1.31,1.31,1.31,841,0.01,2,
532330,BIOPAC,X,2.40,2.40,2.36,2.36,250,0.01,7,
532340,OMNIAX,X,1.85,1.85,1.85,1.85,300,0.01,1,
532290,BLBLIMITED,B,3.25,3.45,3.25,3.45,201,0.01,2,
532124,RELIABVEN,X,8.93,9.37,8.93,9.37,101,0.01,2,
532145,HOTLSILV,X,4.72,4.72,4.72,4.72,240,0.01,3,
531962,SHREMETAL,XT,11.40,11.95,11.40,11.95,50,0.01,2,
531867,UNITINT,X,5.45,5.45,5.45,5.45,150,0.01,3,
532090,VANDANA,XT,0.29,0.29,0.29,0.29,2504,0.01,2,
532687,REPRO,B,355.60,355.60,354.10,354.10,3,0.01,2,
504008,EMCO,Z,0.96,0.96,0.96,0.96,1300,0.01,4,
503641,ZODIACVEN,XT,11.50,11.50,11.50,11.50,111,0.01,5,
502445,CITADEL,X,10.17,10.70,10.17,10.70,113,0.01,2,
502448,ROLLT,T,1.19,1.19,1.19,1.19,701,0.01,1,
504220,WSIND,B,1.32,1.32,1.32,1.32,498,0.01,1,
504673,UNIVPRIM,XT,1.81,1.81,1.81,1.81,527,0.01,2,
504697,GALADA,XT,0.54,0.54,0.54,0.54,2660,0.01,4,
506184,KANANIIND,T,2.26,2.26,2.26,2.26,244,0.01,1,
506605,POLYCHEM,X,280.00,280.00,280.00,280.00,3,0.01,2,
507609,OLYOI,XT,46.30,46.30,46.30,46.30,25,0.01,1,
509449,BHAGWOX,XT,9.03,9.03,9.03,9.03,154,0.01,3,
511153,ANJANIFOODS,XT,11.27,11.27,11.27,11.27,75,0.01,2,
511000,MADHUSE,XT,3.45,3.45,3.40,3.40,300,0.01,3,
502250,LERTHAI,XT,214.00,214.00,214.00,214.00,6,0.01,1,
501848,GLOBOFFS,B,2.92,3.23,2.92,3.23,273,0.01,2,
500422,TRANSCHEM,X,9.76,9.76,9.76,9.76,100,0.01,3,
500370,SALORAINTL,X,12.25,12.25,12.25,12.25,50,0.01,1,
500192,PRAGBOS,XT,2.07,2.24,2.07,2.24,394,0.01,5,
500016,ARUNAHTEL,XT,6.90,7.00,6.90,7.00,101,0.01,2,
500058,BIHSPONG,XT,0.48,0.50,0.48,0.50,2180,0.01,5,
517356,ACIIN,X,0.25,0.25,0.25,0.25,3501,0.01,4,
514302,VIPPYSP,X,36.65,37.00,36.65,36.65,28,0.01,3,
521018,MARALOVER,B,11.17,11.17,11.17,11.17,100,0.01,1,
521034,SOMATEX,B,2.00,2.00,2.00,2.00,550,0.01,2,
519152,VADILENT,XT,819.00,819.00,819.00,819.00,1,0.01,1,
519238,SPTRSHI,XT,4.90,4.90,4.90,4.90,111,0.01,2,
511559,TIMESGTY,B,18.90,20.45,18.90,20.45,46,0.01,2,
511355,INDCEMCAP,X,2.45,2.45,2.45,2.45,501,0.01,1,
512493,GARNETINT,X,24.10,26.35,24.10,26.35,40,0.01,3,
512393,SHARDUL,X,33.10,35.00,33.10,35.00,38,0.01,2,
512229,VERITAS,XT,30.60,30.60,30.60,30.60,35,0.01,1,
511728,KZLFIN,X,6.36,6.36,6.36,6.36,101,0.01,2,
514142,TTL,B,28.00,28.00,28.00,28.00,50,0.01,4,
513472,SIMPLEXCAS,X,23.10,23.10,23.10,23.10,49,0.01,1,
523736,DVL,B,50.55,50.55,50.55,50.55,11,0.01,1,
522237,SHIVAGR,XT,5.15,5.15,5.15,5.15,200,0.01,1,
522650,BEMHY,X,83.60,83.60,80.00,80.00,16,0.01,2,
524488,SVCIND,XT,1.10,1.10,1.00,1.00,1197,0.01,7,
524640,ARCHITORG,XT,10.50,10.50,10.50,10.50,119,0.01,2,
524661,WELCURE,X,0.54,0.54,0.50,0.50,1302,0.01,6,
526622,MFLINDIA,XT,0.19,0.19,0.19,0.19,4301,0.01,8,
526441,VISIONCINE,X,0.75,0.75,0.75,0.75,760,0.01,3,
526481,PHOENXINTL,XT,8.10,8.10,8.10,8.10,89,0.01,1,
526407,RPIL,X,9.29,9.29,9.29,9.29,100,0.01,2,
526217,HITECHCORP,B,65.00,65.00,65.00,65.00,10,0.01,1,
524758,WINTAC,X,175.30,180.00,175.30,180.00,3,0.01,3,
540648,PALASHSEC,B,18.40,18.40,18.35,18.35,39,0.01,2,
540154,IDFSENSEXE,B,311.05,320.01,311.05,320.01,2,0.01,2,
540027,PTIL,T,345.05,345.05,344.65,344.65,2,0.01,2,
541890,SPACEINCUBA,XT,0.27,0.28,0.27,0.28,2075,0.01,9,
542513,UTISXN50,B,282.85,293.90,282.85,290.22,3,0.01,3,
542847,NIESSPL,B,0.69,0.69,0.69,0.69,1492,0.01,2,
542863,ABSLBANETF,B,190.00,198.00,182.00,182.50,5,0.01,5,
543150,08GPG,B,0.06,0.06,0.06,0.06,1492,0.00,1,
542367,XELPMOC,B,43.00,44.50,43.00,44.50,2,0.00,2,
542627,CHANDNIMACH,X,3.60,3.60,3.60,3.60,100,0.00,1,
542670,ARTEMISELC,B,114.00,114.00,114.00,114.00,1,0.00,1,
542685,DGCONTENT,B,4.74,4.74,4.74,4.74,100,0.00,1,
541985,NIOSAD,B,7.97,7.97,7.97,7.97,59,0.00,1,
542206,NIVAKA,X,10.20,10.20,10.20,10.20,1,0.00,1,
541735,VIVANTA,X,2.94,2.94,2.94,2.94,40,0.00,2,
541809,ICICINXT50,B,25.21,25.21,25.21,25.21,2,0.00,1,
541804,IPRU3168,B,7.47,7.47,7.47,7.47,50,0.00,1,
540080,NARAYANI,T,21.35,21.35,20.00,20.95,15,0.00,4,
540135,ARCFIN,X,0.25,0.25,0.25,0.25,1,0.00,1,
540311,JITFINFRA,T,3.91,4.12,3.91,4.12,122,0.00,2,
540181,SALEM,XT,1.89,1.89,1.89,1.89,2,0.00,1,
540570,VARIMAN,X,12.91,12.91,12.91,12.91,5,0.00,1,
540800,DACEFRDP,B,9.00,9.00,9.00,9.00,5,0.00,1,
540789,DNAMEDIA,B,0.39,0.39,0.39,0.39,778,0.00,2,
590056,SALONACOT,B,52.30,52.30,52.00,52.10,4,0.00,3,
524727,SDL,X,10.50,10.50,10.50,10.50,5,0.00,1,
526043,POLYCHMP,X,23.00,23.00,23.00,23.00,10,0.00,1,
526193,ROYALCU,XT,3.89,3.89,3.89,3.89,11,0.00,1,
526251,MIDEASTP,X,7.99,7.99,7.99,7.99,3,0.00,3,
526133,SUPERTEX,X,1.50,1.50,1.50,1.50,200,0.00,2,
526335,SHREYASI,XT,2.60,2.60,2.60,2.60,1,0.00,1,
526479,SKYIND,X,25.00,25.00,25.00,25.00,4,0.00,2,
526506,SYSTMTXC,X,33.05,33.05,33.00,33.05,6,0.00,2,
524748,LINKPH,X,14.92,14.92,14.92,14.92,5,0.00,1,
524614,INDXTRA,XT,1.57,1.57,1.57,1.57,1,0.00,1,
524400,ISHITADR,X,14.90,14.90,14.90,14.90,1,0.00,1,
524080,HARLETH,XT,18.80,18.80,18.80,18.80,20,0.00,1,
522209,YOGISUNG,XT,1.76,1.76,1.76,1.76,25,0.00,1,
522183,ITL,X,47.90,47.90,47.85,47.85,4,0.00,2,
521151,DHANFAB,X,17.00,17.00,17.00,17.00,3,0.00,1,
521167,FRONTBUSS,XT,0.63,0.63,0.63,0.63,1,0.00,1,
521182,SEASONF,X,2.29,2.29,2.29,2.29,2,0.00,1,
521222,SANBLUE,X,5.70,5.70,5.70,5.70,25,0.00,1,
521234,SRINACHA,X,10.34,10.34,10.34,10.34,3,0.00,1,
521244,CHITRTX,XT,1.30,1.30,1.30,1.30,3,0.00,2,
523832,MUKATPIP,X,0.89,0.89,0.89,0.89,201,0.00,2,
523732,ECOBOAR,X,3.92,3.92,3.92,3.92,100,0.00,1,
523384,MAHAPEXLTD,T,55.10,55.10,55.10,55.10,1,0.00,1,
523419,TNTELE,T,1.88,1.88,1.78,1.78,142,0.00,7,
523558,NETWORK,XT,1.00,1.00,1.00,1.00,19,0.00,1,
513043,REMIEDEL,X,16.85,16.85,16.85,16.85,15,0.00,1,
513059,GSAUTO,X,4.47,4.47,4.26,4.26,35,0.00,2,
514175,VARDMNPOLY,B,3.05,3.05,3.05,3.05,150,0.00,1,
513513,ADITYA,X,3.67,3.67,3.67,3.67,24,0.00,1,
513729,AROGRANITE,B,22.45,22.45,22.45,22.45,3,0.00,1,
511736,USHDI,X,0.21,0.21,0.21,0.21,714,0.00,2,
512093,CRANESSOFT,X,0.59,0.59,0.57,0.57,810,0.00,4,
512499,SHALPRO,X,0.49,0.49,0.49,0.49,280,0.00,4,
511391,INTRGLB,X,7.48,7.48,7.48,7.48,20,0.00,1,
511525,PANINDIAC,XT,0.19,0.19,0.19,0.19,101,0.00,3,
511413,CREST,B,60.00,60.00,57.00,57.00,8,0.00,2,
511549,MORARKFI,X,21.50,21.50,21.50,21.50,2,0.00,2,
511593,LIBORDFIN,X,3.90,3.90,3.90,3.90,5,0.00,1,
511654,SUGALDAM,X,5.63,5.63,5.63,5.63,1,0.00,1,
511628,IMCAP,X,22.50,22.50,22.50,22.50,13,0.00,1,
519003,MODINATUR,X,22.50,22.50,22.50,22.50,11,0.00,1,
519262,PRIMAGR,XT,6.87,6.87,6.87,6.87,21,0.00,1,
519319,JATALIA,XT,3.18,3.18,3.18,3.18,1,0.00,1,
520127,BALTE,X,5.74,5.74,5.74,5.74,49,0.00,1,
519491,OCEAGRO,X,21.85,23.40,21.85,22.45,15,0.00,3,
514330,OBRSESY,X,3.11,3.11,3.11,3.11,99,0.00,2,
514358,EVERLON,X,12.21,12.21,12.21,12.21,2,0.00,2,
514360,KRRAIL,XT,31.35,31.35,31.35,31.35,2,0.00,2,
516110,SCANDENT,X,13.66,13.66,13.66,13.66,7,0.00,1,
515127,RAMASIGNS,X,2.10,2.32,2.10,2.32,202,0.00,3,
517393,VINTRON,XT,0.50,0.50,0.50,0.50,398,0.00,1,
517415,LEENEE,X,0.86,0.86,0.86,0.86,200,0.00,1,
517463,LINAKS,XT,0.36,0.36,0.35,0.35,400,0.00,2,
517119,PCS,X,1.94,2.12,1.94,2.12,105,0.00,3,
500014,UTIQUE,X,0.85,0.85,0.85,0.85,457,0.00,4,
500143,PHCAP,X,21.50,21.50,21.50,21.50,1,0.00,1,
500202,INDLEASE,X,6.55,6.55,6.55,6.55,11,0.00,1,
500160,GTL,T,1.12,1.12,1.12,1.12,21,0.00,2,
500399,STEELCO,XT,1.20,1.21,1.20,1.21,343,0.00,5,
500540,PREMIER,B,1.35,1.35,1.35,1.35,79,0.00,1,
509835,PREMSYN,X,1.91,1.91,1.91,1.91,250,0.00,2,
509760,MODRNSH,X,6.10,6.10,6.10,6.10,5,0.00,1,
509053,BANASFN,X,0.57,0.57,0.57,0.57,1,0.00,1,
508963,STRLGUA,XT,6.18,6.18,6.18,6.18,11,0.00,1,
508969,SULABEN,X,0.44,0.44,0.44,0.44,900,0.00,1,
509148,GOVINDRU,Z,1.55,1.55,1.55,1.55,49,0.00,1,
507872,ASHNOOR,XT,9.03,9.03,9.03,9.03,1,0.00,1,
506128,PARNAXLAB,X,19.00,19.00,19.00,19.00,11,0.00,2,
505712,HIMTEK,X,34.70,34.70,34.70,34.70,4,0.00,1,
505840,JAIPAN,X,9.35,9.35,8.49,9.24,31,0.00,6,
505650,SKYLMILAR,X,2.52,2.52,2.52,2.52,2,0.00,1,
505523,MAHACORP,X,0.17,0.17,0.17,0.17,200,0.00,2,
504340,CONFINT,X,0.62,0.62,0.62,0.62,1,0.00,1,
504392,KRISHNA,XT,16.01,16.01,16.01,16.01,1,0.00,1,
504810,INFORTEC,X,6.32,6.32,6.32,6.32,3,0.00,1,
504076,JYOTI,X,6.98,6.98,6.98,6.98,1,0.00,1,
503015,MODERN,X,36.10,36.50,36.10,36.50,11,0.00,2,
503691,SAHARA,X,9.36,9.36,9.36,9.36,9,0.00,3,
532731,ROHITFERRO,B,0.55,0.55,0.55,0.55,212,0.00,1,
532650,MSPL,B,3.75,3.75,3.75,3.75,5,0.00,1,
532604,SALSTEEL,T,2.00,2.02,2.00,2.02,200,0.00,2,
532444,TSPIRITUAL,X,0.34,0.34,0.34,0.34,201,0.00,2,
532467,HAZOOR,X,0.48,0.48,0.48,0.48,94,0.00,1,
532470,MPFSL,XT,5.10,5.10,5.10,5.10,1,0.00,1,
532100,INDOCITY,X,1.26,1.26,1.26,1.26,100,0.00,1,
532102,SBECSUG,X,4.20,4.41,4.20,4.41,52,0.00,2,
532114,AREALTY,X,0.91,0.91,0.91,0.91,50,0.00,1,
532035,UNISTRMU,X,1.25,1.25,1.25,1.25,30,0.00,1,
531996,ODYCORP,X,0.73,0.73,0.73,0.73,450,0.00,1,
531881,GMETCOAL,XT,7.70,7.70,7.70,7.70,12,0.00,1,
531923,DHAMPURE,X,10.37,10.37,10.37,10.37,2,0.00,2,
532056,ADIEXRE,XT,5.50,5.50,5.50,5.50,1,0.00,1,
532183,GAYATRI,X,0.76,0.77,0.76,0.77,155,0.00,5,
532230,BENGALT,XT,19.95,19.95,19.95,19.95,3,0.00,1,
532379,FIRSTOBJ,X,1.71,1.71,1.71,1.71,25,0.00,1,
532350,PADMALAYAT,XT,2.06,2.06,2.06,2.06,50,0.00,2,
532359,HITKITGLO,X,0.19,0.19,0.19,0.19,20,0.00,2,
532362,NAGPI,X,36.25,38.00,36.25,38.00,11,0.00,2,
531624,COUNCODOS,B,1.10,1.10,1.10,1.10,5,0.00,1,
531626,OROSMITHS,X,2.10,2.10,2.00,2.00,151,0.00,2,
531752,SUNTECHNO,XT,0.19,0.19,0.19,0.19,1120,0.00,4,
531842,LAHOTIOV,X,8.90,8.90,8.50,8.50,17,0.00,4,
531845,ZENITHBIR,B,0.42,0.42,0.42,0.42,550,0.00,2,
531453,MOHITIND,B,3.09,3.09,3.09,3.09,74,0.00,2,
531413,KIRANPR,X,3.85,3.85,3.85,3.85,44,0.00,1,
531499,SYBLY,X,1.26,1.26,1.26,1.26,132,0.00,4,
531525,ACESOFT,X,13.45,13.45,13.45,13.45,1,0.00,1,
531411,TUNITEX,X,0.19,0.19,0.19,0.19,550,0.00,2,
531381,ARIHANT,B,14.00,14.00,14.00,14.00,5,0.00,1,
531359,SRAMSET,X,61.40,61.40,56.10,58.05,5,0.00,4,
531364,PARAMONE,X,10.55,10.55,10.55,10.55,3,0.00,1,
531340,BERVINL,XT,10.44,10.44,10.44,10.44,29,0.00,3,
530973,ALFAICA,XT,21.40,21.40,21.40,21.40,10,0.00,1,
530997,UNIQUEO,X,3.39,3.73,3.39,3.73,8,0.00,3,
531080,SHRIKRISH,X,26.00,26.00,26.00,26.00,5,0.00,1,
531083,NIHARINF,X,5.20,5.20,5.04,5.04,21,0.00,2,
531319,MARUTISE,X,1.59,1.59,1.59,1.59,21,0.00,1,
531322,HAVISHA,T,0.51,0.51,0.51,0.51,300,0.00,1,
531328,KRETTOSYS,XT,3.83,3.83,3.83,3.83,5,0.00,1,
531281,PGINDST,X,2.50,2.50,2.50,2.50,49,0.00,2,
531241,LINCPENQ,B,140.25,140.25,140.25,140.25,1,0.00,1,
526662,ARENTERP,B,13.12,13.12,13.12,13.12,3,0.00,1,
526707,ALCHEM,T,4.65,4.65,4.65,4.65,91,0.00,2,
526717,GOPALA,Z,3.05,3.05,3.05,3.05,1,0.00,1,
530063,YASHRAJC,X,2.95,2.95,2.95,2.95,100,0.00,2,
530177,SPSINT,X,11.00,11.00,11.00,11.00,10,0.00,1,
530133,AMCOIND,X,20.60,20.60,20.60,20.60,20,0.00,1,
530663,GOYALASS,XT,0.30,0.30,0.30,0.30,261,0.00,4,
530715,ALPSINDUS,B,0.69,0.69,0.69,0.69,200,0.00,1,
530733,NOVAPUB,X,18.00,18.00,18.00,18.00,25,0.00,2,
530771,KLGCAP,X,10.32,10.32,10.32,10.32,12,0.00,1,
530821,SSPDL,X,14.45,14.45,14.45,14.45,10,0.00,1,
530611,STURDY,XT,0.25,0.25,0.25,0.25,133,0.00,1,
530579,UYFINCORP,X,1.51,1.51,1.51,1.51,26,0.00,2,
530585,SWASTIKA,X,74.80,74.80,67.90,73.95,4,0.00,4,
530255,KAYPOWR,X,1.15,1.15,1.15,1.15,71,0.00,4,
530265,SAINIK,X,29.00,29.00,29.00,29.00,10,0.00,1,
530401,VINYOFL,XT,17.60,17.60,17.60,17.60,5,0.00,1,
530445,SUMERUIND,XT,0.75,0.75,0.75,0.75,100,0.00,1,
534731,BITL,B,0.19,0.19,0.19,0.19,400,0.00,2,
534733,SUPREMEX,XT,0.92,0.92,0.92,0.92,1,0.00,1,
535205,MYSTICELE,X,2.40,2.40,2.40,2.40,18,0.00,1,
536709,INDRENEW,X,8.34,8.34,8.34,8.34,10,0.00,1,
534328,HEXATRADEX,T,8.69,8.69,8.69,8.69,2,0.00,1,
534639,VINAYAKPOL,X,9.95,9.95,9.95,9.95,2,0.00,1,
533632,ONELIFECAP,B,5.76,5.76,5.76,5.76,1,0.00,1,
538395,NAM,X,48.00,48.00,48.00,48.00,2,0.00,1,
538464,TPROJECT,X,0.36,0.36,0.36,0.36,51,0.00,1,
538433,CCFCL,X,0.19,0.19,0.19,0.19,50,0.00,1,
538539,JTAPARIA,X,0.20,0.20,0.20,0.20,341,0.00,3,
538540,RLFL,X,0.19,0.19,0.19,0.19,200,0.00,1,
537820,VFL,B,0.37,0.39,0.37,0.39,650,0.00,5,
538653,EML,X,0.19,0.19,0.19,0.19,500,0.00,7,
538952,ALFL,X,0.95,0.95,0.95,0.95,62,0.00,1,
538860,PANAFIC,X,0.19,0.19,0.19,0.19,1500,0.00,1,
538787,GBFL,X,2.13,2.13,2.13,2.13,152,0.00,5,
539546,BNL,X,10.80,10.80,10.80,10.80,18,0.00,2,
539494,SMARTFIN,XT,47.80,47.80,47.80,47.80,10,0.00,1,
539399,BELLACASA,T,92.50,92.50,90.95,90.95,3,0.00,3,
539455,ARYAVAN,X,10.60,10.60,10.60,10.60,10,0.00,1,
539833,SICLTD,X,0.92,0.92,0.90,0.90,200,0.00,3,
539945,ICICINV20,B,50.51,50.51,50.51,50.51,3,0.00,1,
539309,RAMASTEEL,B,26.10,26.10,26.10,26.10,15,0.00,1,
539235,GPL,X,255.00,255.00,255.00,255.00,1,0.00,1,
539227,LOYAL,T,38.00,38.00,37.90,37.90,2,0.00,2,
539006,PTCIL,X,339.00,339.00,339.00,339.00,1,0.00,1,
539009,GBLIL,XT,0.57,0.57,0.57,0.57,214,0.00,3,
538964,MERCURYLAB,X,456.55,456.55,456.55,456.55,1,0.00,1,
539046,MNKCMILTD,B,3.20,3.23,3.20,3.23,50,0.00,2,
533427,VMS,X,5.25,5.25,5.25,5.25,1,0.00,1,
533259,SASTASUNDR,B,69.95,71.50,69.95,71.50,3,0.00,3,
533211,PARABDRUGS,Z,1.52,1.52,1.52,1.52,100,0.00,1,
533217,HMVL,B,44.65,44.65,44.65,44.65,2,0.00,1,
533221,AHLWEST,B,211.25,215.00,211.25,215.00,2,0.00,2,
533239,PRAKASHSTL,T,0.38,0.38,0.38,0.38,1,0.00,1,
533149,ESSARSEC,X,1.41,1.41,1.41,1.41,1,0.00,1,
533178,PRADIP,B,0.67,0.67,0.67,0.67,2,0.00,1,
532976,JAIBALAJI,B,17.10,17.10,17.10,17.10,4,0.00,1,
533001,SOMICONV,B,12.30,12.30,12.30,12.30,35,0.00,1,
532820,ELAND,XT,4.40,4.40,4.30,4.30,15,0.00,3,
532823,EUROCERA,Z,0.59,0.59,0.59,0.59,500,0.00,1,
532825,JAGJANANI,X,0.27,0.27,0.27,0.27,1000,0.00,1,
532879,SSLEL,X,34.45,34.45,34.45,34.45,1,0.00,1,
532874,SURYACHAKRA,Z,0.49,0.49,0.49,0.49,1000,0.00,1,

